date,route_color,route_grade,rating,style,wall,offset,comment,route_id
2019-06-04,Black,5.12a,4,Onsight,wall-auto-belay,273.1,,ea2833ced65d7b8e17d8a0496ce0630d
2019-06-04,Black,5.9,3,Onsight,wall-auto-belay,222.7,,ab1d196333bdaeb3d6c753583a726bda
2019-06-04,Pink,5.11d,3,Red Point,wall-auto-belay,222.1,super slippery,5a4c12e68cf416567a08cdcd433e2005
2019-06-04,Purple,5.10c,3,Onsight,wall-auto-belay,198.2,,0a513bf8540486ffd7bec190680635b4
2019-06-04,Blue,5.10c,3,Onsight,wall-auto-belay,249.8,,28d920011c90248d182ed9653d3a6740
2019-06-04,Purple,5.11a,3,Onsight,wall-auto-belay,302.7,,507c962f32ebb6a603428201c8913ed7
2019-06-04,Lime Green,5.10d,3,Onsight,wall-auto-belay,303.3,,926ef63614761c2fe9c4a2052fd3a0c0
2019-06-04,Yellow,5.7,3,Onsight,wall-auto-belay,304.0,,966c5d90026c88617bd8924dd4978fca
2019-06-04,White,V4,3,Flash,wall-slab,48.7,,7353675635577521e14665de39e3f20d
2019-06-04,Tan,V5,3,Red Point,wall-slab,48.7,,46af9bbcdf21d1fd0a6f45196666f680
2019-06-04,Pink,V5,3,Red Point,wall-slab,48.7,,94a2020d2889c004836185fb22598417
2019-06-04,Blue,V3,3,Flash,wall-slab,48.7,,3ca2382364c4b8db3c676c98dbf7fd1d
2019-06-04,Lime Green,V0,3,Flash,wall-slab,118.8,,87f203ece9dc913ae554b8280347503f
2019-06-04,Red,V2,3,Flash,wall-slab,118.8,,c00c0ae746ef09a5aaa2142f1e3f70fa
2019-06-04,White,V3,3,Flash,wall-slab,118.8,,9ead48a22801aa9bebbcba26367795a6
2019-06-04,Blue,V4,3,Flash,wall-slab,118.8,,c9ff2dbf88e9f95057230297ccd82d26
2019-06-04,Yellow,V1,3,Flash,wall-slab,118.8,,6c8c13c987481bfda4bbbb246726f414
2019-06-04,Tan,V6,5,Red Point,wall-slab,118.8,,12348d41de43ae44212d92c78f3cb2d5
2019-06-04,Black,V0,3,Flash,wall-slab,118.8,,83e977bf4b266bcf736a3b975989dcda
2019-06-04,Blue,V1,3,Flash,wall-slab,118.8,,e09367d92ec3c8b8725c9f745aabb725
2019-06-04,Pink,V3,3,Flash,wall-slab,192.9,,e8431a2d008b8b6c4453051f806278b6
2019-06-04,White,V4,3,Flash,wall-slab,192.9,,44c11327209767e35b6c2f447a55b41a
2019-06-04,Lime Green,V6,3,Red Point,wall-slab,192.9,,40df3067e246513f908da5266fef6666
2019-06-04,Yellow,V2,3,Flash,wall-slab,192.9,,f9ff15a9a48a4362a9d72a763a3c2cbe
2019-06-04,Black,V7,3,Red Point,wall-slab,192.9,V4 if you're tall,fb66b10b9b62f5bfb7ed2a828434d45d
2019-06-04,White,V2,3,Flash,wall-boulders,667.3,,05f26e32c26d509ef6b42f0182fcb05b
2019-06-04,Yellow,V2,3,Flash,wall-boulders,667.3,,59e942beb3cb3e253945f18761e85cc2
2019-06-04,Tan,V1,3,Flash,wall-boulders,736.4,,3d710e451111716838acc48b4f5dc2da
2019-06-04,White,V2,3,Flash,wall-boulders,736.4,,e2a0ebbd66cbab7f766482bb4d0859e8
2019-06-04,Red,V3,3,Flash,wall-boulders,736.4,,ee0e71d3b3faba9cd923da0eb4ed08df
2019-06-04,Lime Green,V3,3,Flash,wall-boulders,793.8,,a62c19519c26150c0c68f7e76671430f
2019-06-04,Tan,V0,3,Flash,wall-boulders,793.8,,a6a30d4f11d44d5721d2eb1e025c0045
2019-06-04,Blue,5.8,3,Onsight,wall-red,173.9,,e8f6838e8f1dc8a20b97aabf5c39af1e
2019-06-04,Tan,5.10a,3,Onsight,wall-red,174.5,,acb519b9faffa48ce4b0bf1ba1c11e33
2019-06-04,White,5.9,3,Onsight,wall-red,197.6,,4b9305449f13fe529a35cebe12394f9b
2019-06-04,Purple,5.7,3,Onsight,wall-red,230.0,,d18c7a59bfe39e45209b28ea4a5ea74b
2019-06-04,Lime Green,5.10d,3,Onsight,wall-red,230.7,,416fd6b22d112904c46491adb749eec7
2019-06-04,Yellow,5.10a,3,Onsight,wall-red,261.8,,7f6bc563a6af175ffdc785f894101aab
2019-06-04,Tan,5.9,3,Onsight,wall-back-wall,1434.0,,76295153cb18c375454b9a7cabf52e4a
2019-06-04,Pink,5.10b,3,Onsight,wall-back-wall,1409.3,,ffcee98c800e14db60ee7b1709156880
2019-06-04,Yellow,5.6,3,Onsight,wall-back-wall,1408.5,,0d338e8607d20739e1e12a4a5315d7f8
2019-06-04,White,5.10a,3,Onsight,wall-back-wall,1386.5,,0f7c69aeb75893e676dc9ff67cc180e5
2019-06-04,Tan,5.11a,3,Onsight,wall-back-wall,1376.9,,1f6036332c8df09171499bc8900a1dc3
2019-06-04,Blue,5.8,3,Onsight,wall-back-wall,1376.2,,e1b2e7d27ff11d1bdc5736b7a2a6c784
2019-06-04,Blue,5.8,3,Onsight,wall-back-wall,1376.2,,e1b2e7d27ff11d1bdc5736b7a2a6c784
2019-06-04,Red,5.11b,3,Red Point,wall-back-wall,1354.3,,ba1b6c3db41f2bf381203f80c3b2628f
2019-06-04,Yellow,5.7,3,Onsight,wall-back-wall,1353.6,,bc8651b60381141eab54847474f100ce
2019-06-04,Blue,5.10b,3,Onsight,wall-back-wall,1329.5,,d594f83435983020c5620ee28ead5806
2019-06-04,Purple,5.10d,3,Red Point,wall-back-wall,1310.0,,223ecb2a652c2e3531218dd33d770336
2019-06-04,Yellow,5.9,3,Onsight,wall-back-wall,1309.3,,c3fe906e764880185980bd05416d07f4
2019-06-04,Pink,5.9,3,Onsight,wall-back-wall,1293.7,,6ef2c7e0befd7d34ec1bfb66b7716be7
2019-06-04,Black,5.10a,3,Onsight,wall-back-wall,1274.8,,5fb519d8b78bbb79d5550f1337bf7b1e
2019-06-04,Blue,5.10d,3,Onsight,wall-back-wall,1251.0,,58a6c65d608245aa8ade938bdbf7bd35
2019-06-04,White,5.8,3,Onsight,wall-back-wall,1250.3,,2a6ad35d7b387bdbdd9553349f487257
2019-06-04,Tan,5.7,3,Onsight,wall-back-wall,1228.7,,7728350bd4188ea30409a5bce33e4973
2019-06-04,Red,5.9,3,Onsight,wall-back-wall,1227.9,,06d5805014f42e0e77123501f1900e04
2019-06-04,Purple,5.9,3,Onsight,wall-back-wall,1199.9,,e014396fa4f102037f9d09a5d7a47c5f
2019-06-04,Lime Green,5.11a,3,Red Point,wall-back-wall,1175.7,,988f35266851d16d4a0b5245da253a28
2019-06-04,White,5.7,3,Onsight,wall-back-wall,1175.0,,e5bc2796ab9883e866cbda6b60b88e26
2019-06-04,Lime Green,5.11d,3,Red Point,wall-back-wall,1292.9,,73b4377456ed4465c1828be2667c437e
2019-06-04,Pink,5.8,3,Onsight,wall-back-wall,1168.2,,831070b5ac10ef20d318f4847b9f07a1
2019-06-04,Blue,5.10c,3,Onsight,wall-back-wall,1167.3,,575abab5bd5cecb8eb803fd1b1fc7902
2019-06-04,Tan,5.9,3,Onsight,wall-back-wall,1141.8,,3bc3ba0cb8b7dd7c9e4431346cbe1591
2019-06-04,Yellow,5.7,3,Onsight,wall-back-wall,1140.9,,e497fed202c9875f9f4bf4e0decd2ee0
2019-06-04,Purple,5.10d,3,Onsight,wall-back-wall,1121.9,,6eb36825279e54c3899658aef728c858
2019-06-04,Red,5.6,3,Onsight,wall-back-wall,1120.9,,d3ce6942e20a250983d36fce18e6100b
2019-06-04,Lime Green,5.8,3,Onsight,wall-back-wall,1098.7,,d043d8c86c32ea40f555727af7a9d6ce
2019-06-04,Lime Green,5.8,3,Onsight,wall-back-wall,684.0,,d32ae27ec09dccc77fa96ae5257fb879
2019-06-04,Black,5.9,3,Onsight,wall-island,163.0,,1c4d7d04ea79db2db9de8f397012b532
2019-06-04,Yellow,5.7,3,Onsight,wall-island,142.7,,7c63e4a4dbff7fc3fe02c1464141dd12
2019-06-04,Red,5.9,3,Onsight,wall-island,141.6,,a76b5d99512451386b75448099c67d2d
2019-06-04,Purple,5.10a,3,Onsight,wall-island,127.1,,e3e34569a4a7dcb07cef8ad3fda0bc68
2019-06-04,White,5.8,3,Onsight,wall-island,126.0,,4cfb8d2eef7a14a79f759f58006546d5
2019-06-04,Pink,5.11a,3,Onsight,wall-island,107.8,,dc831d64802943da2d7db673a3fae2d5
2019-06-04,Lime Green,5.7,3,Onsight,wall-island,106.8,,0053c78e855a34309169343c75e7f57e
2019-06-04,Yellow,5.8,3,Onsight,wall-island,92.7,,3092485929d271da6e675e264546da34
2019-06-04,Black,5.11c,3,Onsight,wall-island,91.7,,097beceee6510976ce27152be64bcab8
2019-06-04,Red,5.6,3,Onsight,wall-island,76.0,,abaeb2162eba961a70147768042965cf
2019-06-04,Tan,5.8,3,Onsight,wall-island,60.4,,ca1422218885f910edea9adc4b923f3c
2019-06-04,Blue,5.10c,3,Onsight,wall-island,59.4,,8d6b9110b15faedfad23b5633e832ed2
2019-06-04,Pink,5.11d,3,Onsight,wall-island,43.2,,fc2ac7092eab46db22ccb429a5428d63
2019-06-04,Yellow,5.7,3,Onsight,wall-island,42.2,,c23fa0faa77d42614f18a90cc8d1d84b
2019-06-04,Lime Green,5.11a,3,Onsight,wall-island,19.8,,bd5a7af1a7b64a17406b79fc9d47aed1
2019-06-04,Purple,5.9,3,Onsight,wall-island,18.7,,12181b3c007e3d6899d382f951a47d8e
2019-06-04,Red,5.11c,3,Red Point,wall-island,603.0,,8e1c49d7b799de380a56329a526e9e30
2019-06-04,Purple,5.10b,3,Onsight,wall-island,469.1,,f8bef2e33f6ad6355371b32edac9e7e5
2019-06-04,Yellow,5.7,3,Onsight,wall-island,468.2,,d843bcdc3aa13931fdcd62c0ad614d4d
2019-06-04,Lime Green,5.10d,3,Onsight,wall-island,445.8,,9ae60e10af94ed54932f6d01b9df6678
2019-06-04,Yellow,5.11d,3,Onsight,wall-island,421.6,,67e4ae8200ec2fb641a6230e8f076924
2019-06-04,Black,5.10b,3,Onsight,wall-island,420.7,,9afc1b1af77ceff0009d5b46b3a4556e
2019-06-04,Red,5.8,3,Onsight,wall-island,394.7,,de3362fe0fb4da549718bfeadbf4e38d
2019-06-04,Black,5.10c,3,Onsight,wall-back-wall,252.2,,5b40f66eeae2c6e74b9c584e6da9530f
2019-06-04,Yellow,5.10a,3,Onsight,wall-back-wall,243.4,,4f809782bd641f2c2bebb1bd95c2944b
2019-06-04,Purple,5.8,3,Onsight,wall-back-wall,221.9,,e4a399c527279cda65d4a66091fce5a8
2019-06-04,White,5.10a,3,Onsight,wall-back-wall,191.4,,f8f68ff0cf4709257334ec55ea02e1cb
2019-06-04,Yellow,5.9,3,Onsight,wall-back-wall,165.3,,c2c0b53e03323d6b6e87d3260c9d7ed5
2019-06-04,Black,5.10d,3,Onsight,wall-back-wall,141.7,,13b6c31d7e2988b7040a03ab2110eead
2019-06-04,Purple,5.9,3,Onsight,wall-back-wall,124.1,,e4393227be16256b85ab2bc1f8085960
2019-06-04,Lime Green,5.10c,3,Onsight,wall-back-wall,86.3,,cc3278a57cd5239779d6f3f66aa85e2f
2019-06-04,Yellow,5.9,3,Onsight,wall-back-wall,69.3,,34d0d7a009b6394e650a25dc930d56e6
2019-06-04,Blue,5.11a,3,Onsight,wall-back-wall,56.8,,c63e7bdb295fb2dd57b053cbcf7ff606
2019-06-04,Pink,5.10c,3,Onsight,wall-back-wall,37.7,,bac78825d129005f86c1f94f96c6f227
2019-06-04,Red,5.7,3,Onsight,wall-back-wall,-1.5,,601792cf8eca45c7a40c78895364d141
2019-06-04,Purple,5.8,3,Onsight,wall-back-wall,-2.4,,c8069198bd7aeaebbb525c8e49b74e5e
2019-06-03,White,5.11d,5,Onsight,wall-back-wall,921.4,intimidating﹐ big move to the second bolt,8e2b2dcbc23a6bc0e38f83c5fb776ad2
2019-06-03,White,5.12a,2,Onsight,wall-back-wall,1019.6,super soft﹐ 10d if you're tall,acb254ed9c88b1a07f27c7d310bac503
2019-06-03,Pink,5.10b,3,Onsight,wall-back-wall,894.6,,ac0cc18a0d7c164c1d7c701ce4897a10
2019-06-03,Tan,5.10d,3,Onsight,wall-back-wall,829.3,,7329deeb332b9f32bffca04fd844263f
2019-06-03,White,5.11b,5,Onsight,wall-back-wall,741.6,technical,675181d9a952e8b911fcd5c520ebf158
2019-06-03,Pink,5.10b,5,Onsight,wall-back-wall,894.6,,ac0cc18a0d7c164c1d7c701ce4897a10
2019-06-03,Pink,5.10b,3,Onsight,wall-back-wall,894.6,,ac0cc18a0d7c164c1d7c701ce4897a10
2019-06-03,Red,5.11c,3,Onsight,wall-auto-belay,174.9,,a620920686a51758e34a64f7cb7f334b
2019-06-03,White,5.7,3,Onsight,wall-auto-belay,174.3,,f995c2815700f698fe1cec2996eee649
2019-06-03,Black,5.10c,3,Onsight,wall-auto-belay,173.7,,93f36edd9f4742e31d36d73b6b6944a8
2019-06-03,Red,5.10a,3,Onsight,wall-auto-belay,273.7,,77310b734169479ba2bfaf616b222e5e
2019-06-03,Red,5.8,3,Onsight,wall-auto-belay,342.5,,8320601d1d82745e265062f782da8b73
2019-06-03,Blue,5.5,3,Onsight,wall-auto-belay,343.2,,99d687a3caf41aab9c73809769394aec
2019-06-03,Yellow,5.9,3,Onsight,wall-auto-belay,250.5,,45a7004461d8305f97d82064a54e92be
2019-06-03,Tan,5.6,3,Onsight,wall-auto-belay,251.1,,33a9a36df96d83a287cdf2fe1abfc6bc
2019-06-03,White,5.8,3,Onsight,wall-auto-belay,274.3,,11cb2c909ceecb6dfea8393b8d3ec3b3
2019-06-02,Blue,5.8,3,Onsight,wall-red,25.4,,a7648dd0212e1132047bd11a2b271315
2019-06-02,Red,V1,3,Flash,wall-mezzanine,114.6,,170f59c2862db6092ccb1f2e3209f844
2019-06-02,Yellow,V4,3,Flash,wall-mezzanine,114.6,,6f6d389bcedd265116fd4799d3246317
2019-06-02,Lime Green,V4,3,Red Point,wall-mezzanine,114.6,,d0fc2727f4bb05324556be3f5eaf6a21
2019-06-02,White,V5,3,Red Point,wall-mezzanine,114.6,,ef77f308d801163044bc5654de8244b5
2019-06-02,Blue,V2,3,Flash,wall-mezzanine,114.6,,684e830b3e864916d7d8ec5a511c3335
2019-06-02,Pink,V0,3,Flash,wall-mezzanine,114.6,,70ce5508d5b3e2fa80bac7eb45795339
2019-06-02,Yellow,V0,3,Flash,wall-mezzanine,114.6,,0b317f7171a66878aed058ae894271ca
2019-06-02,Black,V2,3,Flash,wall-mezzanine,39.7,,8250bcbb19be31dc0434f8bba53dde90
2019-06-02,Tan,V3,3,Flash,wall-mezzanine,39.7,,1f87cbe9bb8bfca5d09c9e841f9ace4a
2019-06-02,White,V3,3,Flash,wall-mezzanine,39.7,,c8a92a67a92efad5b2797dd75973e1b9
2019-06-02,Lime Green,V1,3,Flash,wall-mezzanine,39.7,,93a7c83348327587a1c2fd3b9446c611
2019-06-02,Blue,V7,3,Red Point,wall-mezzanine,39.7,,7710b6bb9f2040243b98084d1c33931f
2019-06-02,Red,V5,3,Red Point,wall-mezzanine,39.7,,a85ff230c33b9e394ec306d70ff2aeb9
2019-06-02,Yellow Right,V7,3,Red Point,wall-mezzanine,39.7,,8c39cf1fc4df76b48ce64b1629e8a9a2
2019-06-02,Black,V3,3,Flash,wall-mezzanine,39.7,,ebf4cd19fb9c91fa76a5cea4d089299e
2019-06-02,Yellow,V3,3,Flash,wall-mezzanine,39.7,,750043e56438e09389732c73693f13ea
2019-06-02,Yellow Left,V5,3,Red Point,wall-mezzanine,39.7,,7668cf75195cdee599ff319bcffdbd2e
2019-06-02,Tan,V1,3,Flash,wall-boulders,423.0,,c43c157c05eae8d3d107070153d415a1
2019-06-02,White,V3,3,Flash,wall-boulders,423.0,Harder than a v3,6469b1c646b93cda0518f42172c56501
2019-06-02,Red,V5,5,Red Point,wall-boulders,423.0,,dbd199ff6a2a78c3a2d4fe83749fe380
2019-06-02,Black,V2,2,Flash,wall-boulders,505.7,,278df74275da07288126f5247712da42
2019-06-02,Blue Stand,V3,3,Flash,wall-boulders,505.7,,09c71afc4d6506775ca8663eb6764915
2019-06-02,Tan Stand,V4,3,Flash,wall-boulders,505.7,,9a7960f4b43d43e26d5375bf503c6adc
2019-06-02,Pink Stand,V6,4,Red Point,wall-boulders,505.7,,4352d91a5b9769b49d10ac3277daf69a
2019-06-02,White,V3,2,Flash,wall-boulders,581.0,,b901c5a7044c4eb0f47cd1858f84edef
2019-06-02,Lime Green,V4,5,Flash,wall-boulders,581.0,,746621c51934510070839cadb2b37c0b
2019-06-01,Red,5.11b,5,Onsight,wall-red,51.5,,628d0ec81fa7158b55193d7931392510
2019-06-01,Black,V2,3,Flash,wall-boulders,581.0,,6435404e42efd4d2097d5b3242739aac
2019-06-01,Blue,V0,3,Flash,wall-boulders,581.0,,30082ec4babc41bcea1470e480d23850
2019-05-31,Red,V4,3,Flash,wall-boulders,359.0,,5b0b96942f6f357f14ebb7c01ec53de4
2019-05-31,Purple,V2,3,Flash,wall-boulders,288.8,,af3b58b7bcf33b23dca36108920e638f
2019-05-31,Yellow,V1,3,Flash,wall-boulders,288.8,,3566012b72c4dff41f882a741950e0f8
2019-05-31,Tan,V3,3,Flash,wall-boulders,359.0,,75bcd5fd4942d36233a9669d87d71929
2019-05-31,Black,V4,3,Flash,wall-boulders,288.8,,214f825ab9454319d2c20458e1a82d83
2019-05-31,Blue,V6,5,Red Point,wall-boulders,288.8,Cool movement﹐ surprisingly terrible last hold.,e7874550eb671551910aaea1da7e3266
2019-05-31,White Right,V5,3,Red Point,wall-boulders,288.8,,e69a37bd9909f86238705349b19678b4
2019-05-31,White Left,V4,3,Red Point,wall-boulders,288.8,,3bc1407f5c5ddd6fce72493b5fe9b81a
2019-05-31,Lime Green,V0,3,Flash,wall-boulders,288.8,,2ae7c9d09f7478169e3753a434ab5a8c
2019-05-31,Red,V2,2,Flash,wall-boulders,288.8,Painfully rough holds,7ed4c61be2b6d4e854ead140288a52af
2019-05-31,Tan,V5,4,Red Point,wall-boulders,359.0,,aee31f86fba435fb07fd9b8742859afb
2019-05-31,Pink,V5,2,Red Point,wall-boulders,359.0,,a8297b6e24de297f162f85be8828d050
2019-05-31,Yellow,V3,3,Flash,wall-boulders,359.0,,364dea675a95b2e7127f6aff07f0a542
2019-05-31,White,V3,1,Flash,wall-boulders,581.0,,b901c5a7044c4eb0f47cd1858f84edef
2019-05-31,Blue,V1,3,Red Point,wall-boulders,359.0,,0cf6164c630e57baf374241dd0561799
2019-05-30,Pink,5.12a,3,Red Point,wall-back-wall,221.1,,bfca3c2ddd4f9623835afd9fe7a4ddf0
2019-05-30,Pink,5.11c,3,Onsight,wall-back-wall,689.8,,7b6c30deb5abc04d242c653627d90b4e
2019-05-23,Blue,5.11b,5,Onsight,wall-back-wall,243.6,,1fe11b63e4ac645f9a259a18a6ed37fc
2019-05-23,Tan,5.11a,3,Onsight,wall-back-wall,589.1,,ee645e858e1e9154a4bd325f9a22643a
2019-05-23,Red,5.11d,3,Onsight,wall-back-wall,562.0,,7f8164a015491611e8ae96045bb0a1bb
2019-05-23,Black,5.10c,3,Onsight,wall-back-wall,388.4,,7b75ca6b1e359569248b64e82260e529
2019-05-17,White,V4,3,Flash,wall-boulders,793.8,Stemmed the whole problem using side wall; I think I read it wrong.,79c5d67be2cc220058b870d0ed3734f8
2019-05-17,Pink,V6,3,Red Point,wall-boulders,793.8,,b8d60d871fc6f07d5e13ed7afe42cd53
2019-05-17,Yellow,V5,3,Flash,wall-boulders,667.3,,74cc06ffef88d99458c9ec8b5a7cb989
2019-05-17,Pink,V4,3,Red Point,wall-boulders,667.3,,62e752f0c1f06319111a5d293140220e
2019-05-17,Blue,V8,3,Red Point,wall-boulders,667.3,not v9﹐ should be a v7,4f6a8b2c0ea6346e0667343cd3f46a38
2019-05-17,Black,V7,3,Red Point,wall-boulders,667.3,,cfea42e9c66ed94e1d8911d073ad8428
