date,route_color,route_grade,rating,style,wall,offset,comment,route_id
2020-01-24,Red,V8,5,Red Point,wall-boulders,161.2,Nice moves ?,bcfe3a56ace425216c1d995fe72be574
2020-01-24,Yellow,V9,5,Red Point,wall-boulders,87.1,Scary! Who's the guest setter? ,da292398c1c50f8c991cc3329eb806e9
2020-01-24,Red down,V7,,Red Point,wall-slab,192.9,,608828ad946230d669af24c86debb2ec
2020-01-22,Blue Right,V5,5,Flash,wall-boulders,161.2,Simple but solid outdoorsy climb. Challenging at the top.,6495e2c4314de447f3e443ff8b97eb66
2020-01-22,Yellow,V0,,Flash,wall-boulders,161.2,,ced3345847c28d58e588ea76c908763b
2020-01-22,Black,V3,,Flash,wall-boulders,161.2,,0216b043f753fb408b6ae5fea32bf902
2020-01-22,Tan,V2,,Flash,wall-boulders,161.2,,7a2b4c834d4d16ece848cb04db0cf4ff
2020-01-22,Red,5.10c,,Onsight,wall-back-wall,36.9,,8da5d8cee664d98a1d96c214834cb17c
2020-01-22,Blue,5.9,,Onsight,wall-back-wall,56.0,,4aced0bf3c7e214843fcb490d33c4e47
2020-01-22,Tan,5.9,,Onsight,wall-back-wall,322.3,,8a6028040f0125396cee9f8d3d5c25ea
2020-01-22,Lime Green,5.11a,,Onsight,wall-back-wall,488.9,,cef386d0204fe866526125ee670ab7c9
2020-01-22,Red,5.10d,,Onsight,wall-back-wall,534.8,,af5b68c1c9b71e1216f055d774b97555
2020-01-22,Lime Green,5.10c,,Onsight,wall-back-wall,684.0,,ad18e73705b8a63e1470345dbe4cbbf7
2020-01-22,Yellow,5.9,,Onsight,wall-island,365.2,,bcccb3724931ed2a1ce61a3e620ff0ee
2020-01-22,Lime Green,V3,,Flash,wall-boulders,87.1,,e1707bd7763bcd7b1b921e95103a833c
2020-01-22,Blue,V5,4,Flash,wall-boulders,87.1,Hard﹐ delicate start﹐ but good. I luckily caught the far volume with my left fingertips to kill the barndoor on my flash attempt. Figured out the start sans-volume afterwards. Most people seem to be using the arete to start﹐ which presumably is off. ,ef270746ce2b38c63c579c5138d69c3f
2020-01-22,Tan,V4,,Flash,wall-boulders,87.1,,9320a10b78c2c4e9da6ef75fbbf28e87
2020-01-22,Black,V1,,Flash,wall-boulders,87.1,,5b9d5be8269ec03906267a3bd1d5f9e5
2020-01-22,Pink,V6,4,Red Point,wall-boulders,87.1,I was convinced the toehook wouldn't work for me with my long legs﹐ but it eventually did. I was pretty close to finishing it with without a toehook (or the high﹐ left hold)﹐ but in the end the toehook was the easier and better solution.,d29cbdbc0cb2ba9ad703d01f09b5e6cb
2020-01-22,Red,V3,,Flash,wall-boulders,87.1,,1bd59122a529a7b90bb0d6fe404ff817
2020-01-22,Lime Green,V4,,Flash,wall-boulders,87.1,,a61aabf0a70c49ca343ed766cccd6398
2020-01-17,Yellow,V5,4,Red Point,wall-slab,48.7,I found the finish moves to be the hardest on the slab wall (including 6s﹐ 7s﹐ & 8). Might just be me. ,f9c5a5493ccc202ec3d0add93de7ea48
2020-01-17,Red down,V7,2,Red Point,wall-slab,192.9,Fun like the 7 with the same start﹐ but with a gimmicky finish. Also about as hard as the 5s on the same wall once you work out beta. ,608828ad946230d669af24c86debb2ec
2020-01-17,White,V5,,Red Point,wall-boulders,423.0,,40f680dbba8160cd4888e20714b7386e
2020-01-16,White,V6,,Red Point,wall-slab,48.7,,2cfd26a7618a83f132b0da19384b14e5
2020-01-16,Blue,V2,,Flash,wall-slab,48.7,,aaa10bb717808023df910af93e6e3e3b
2020-01-16,Pink,V3,,Flash,wall-slab,48.7,,c288d3b689c07fab3491050421a25022
2020-01-16,Black,V5,,Red Point,wall-slab,48.7,,9ea54cf3e28a79790a590ba68da8dc81
2020-01-16,Lime Green,V0,,Flash,wall-slab,48.7,,7030e483fc8226ef35c0244926672edb
2020-01-16,Tan,V1,,Flash,wall-slab,48.7,,17206715a23e5c8fc03b11b83ad790ec
2020-01-16,Blue,V6,,Red Point,wall-slab,118.8,,14f5f07936e2dedb4ee6f050d25d3c58
2020-01-16,Black,V5,,Flash,wall-slab,118.8,,2c0d8ed4d9c69fbb38e499ee5f715672
2020-01-16,Yellow,V4,4,Flash,wall-slab,118.8,,8980a0e37093e226f6ba9008cd3d63a9
2020-01-16,White,V6,,Flash,wall-slab,118.8,,7941b1ed2ded20c5da5d256019e270af
2020-01-16,Red,V1,,Flash,wall-slab,118.8,,8cd5517f2c0150f64a59d9bfd05737e8
2020-01-16,Black,V4,,Flash,wall-slab,118.8,,97f8851f1649c0c578c6bf41eab86f1e
2020-01-16,Lime Green,V4,,Red Point,wall-slab,118.8,,b8e3786bfe29ddcb5a1e4a43367465c4
2020-01-16,Lime Green,V7,4,Red Point,wall-slab,192.9,,0b096eec4f0c7bfd8dd5e4fec1de2525
2020-01-16,Pink,V2,,Flash,wall-slab,192.9,,e459884c250f7aabc719c6d072015a42
2020-01-16,White,V5,,Red Point,wall-slab,192.9,Skipped the pinch with a mantle,124cbd7d8c7258278c4218e3d82fa972
2020-01-16,Blue,V0,,Flash,wall-slab,192.9,,4bcf0c78581adfc54be88a89560dbbf9
2020-01-16,Yellow,V3,,Flash,wall-slab,192.9,,e2022e18165b50136c13bc74ad3cbb99
2020-01-15,Red up,V6,3,Flash,wall-slab,192.9,Fun﹐ but no harder than the 5s on this wall,c984bdddbae735657115337b4f6268fd
2020-01-10,White,V7,,Red Point,wall-boulders,359.0,,c9ec4e8145625f033e34a7ca53a7714e
2020-01-10,White,V5,,Red Point,wall-boulders,505.7,,a6b37892d7af300d7ad0be0b1ddbca67
2020-01-10,Green,V4,2,Red Point,wall-boulders,581.0,,1acd909221c514ce5fa59b7036f6052c
2020-01-10,Red,V1,,Flash,wall-boulders,423.0,,4b1511edc5e8d3ffe7140693173fa049
2020-01-10,Blue,V4,,Flash,wall-boulders,423.0,,bca66e92f950f62019fb447d4ab2b25a
2020-01-10,Pink,V2,,Flash,wall-boulders,423.0,,d21a5d8b879725a9bad86a67fff4ea29
2020-01-10,Red,V6,5,Red Point,wall-boulders,581.0,Committing cross in the middle. Frustrating to work out the beta but ended up liking this one. ,2eae3764a878320e7d18143cacb28d80
2020-01-10,Pink,V3,,Flash,wall-boulders,581.0,,8d03ea868716aec0b2118914223c8b89
2020-01-10,Yellow,V2,,Flash,wall-boulders,581.0,,40fed2582fc460eef98edf5be375a3e4
2020-01-10,Black,V4,,Red Point,wall-boulders,581.0,,3e8a8400ad240270b70649d9b02e0c8e
2020-01-10,Tan,V0,,Flash,wall-boulders,581.0,,81d8de61b948629e4906939bd04e8481
2020-01-10,Blue,V6,4,Red Point,wall-boulders,581.0,Hard first move﹐ but good,6ba27f4a19e4ec72044c7700e2350e28
2020-01-10,White,V3,,Flash,wall-boulders,581.0,,9339078234104c7a0c464657e892a939
2020-01-09,Pink Low,V5,,Red Point,wall-boulders,423.0,Harder than v4,3f19fba696b801a0330569bef569205b
2020-01-05,Red,5.11d,,Red Point,wall-back-wall,1250.3,,7428c095488c5c2049c3d15aaef5287e
2020-01-05,Black,5.11b,,Onsight,wall-island,315.4,,3ed0ae04a66c4acca1c24ef79d6fe8bb
2020-01-05,Black,5.10b,,Onsight,wall-island,529.4,,70483aa172a83469513e73395124fdbe
2020-01-05,Yellow,5.8,,Onsight,wall-island,528.5,,42a5556236596257a4756dcdb3807304
2020-01-03,Yellow,V4,,Flash,wall-boulders,288.8,,243a18cc8cce220c7c763ae2aa414db9
2020-01-03,Red,V1,,Flash,wall-boulders,288.8,,d75d1c5ae87065663c4e88d0fae2439e
2020-01-03,Black,V2,,Flash,wall-boulders,288.8,,5988412a213b2a46e6147393f55b6808
2020-01-03,White,V2,2,Flash,wall-boulders,288.8,sandbagged,4563537d169a2b8b7561006da5437b29
2020-01-03,Blue,V1,,Flash,wall-boulders,288.8,,7a46cc92bca2c5c26cea19be071a33d8
2020-01-03,Pink,V4,4,Flash,wall-boulders,288.8,,b4e78b88c47a92515855cc320743ce7d
2020-01-03,Black,V5,5,Flash,wall-boulders,288.8,,2a760eabea811f225fd8dd5a11b286d5
2020-01-03,Tan,V3,,Flash,wall-boulders,288.8,,e5b4a6a34f3cbe5a3164cbec54cbd83c
2020-01-03,White,V7,4,Red Point,wall-boulders,359.0,,c9ec4e8145625f033e34a7ca53a7714e
2020-01-03,Red,V6,4,Red Point,wall-boulders,359.0,,a92505da49c811edda38aae163d1785c
2020-01-03,Lime Green,V4,,Flash,wall-boulders,359.0,,5ca509e894017a9bda24b71225ac3870
2020-01-03,Yellow,V6,,Red Point,wall-boulders,359.0,,ccb8196b71fbf285d879259aaa7e4044
2020-01-03,Blue,V6,5,Red Point,wall-boulders,359.0,Great climb,b38ff54cb16c58a24d0e3907ca92dcce
2020-01-03,White,V5,,Flash,wall-boulders,359.0,,943482b7603366bef17bbd12ebb4d4ad
2020-01-03,Pink,V3,2,Flash,wall-boulders,359.0,,ee6293b3b8364e7e53ebb3c223b242be
2020-01-03,Yellow,V1,,Flash,wall-boulders,359.0,,bb943bd2e385e4542e4970277472f223
2019-12-30,Pink,V6,,Red Point,wall-boulders,667.3,Matching the finish hold was my crux. Scary fall,319eae50a8dddb10249400cfb62f89fb
2019-12-30,Lime Green,5.10d,,Onsight,wall-back-wall,252.2,,281943aa368f739163df242af290fd8f
2019-12-30,Yellow,5.10a,,Onsight,wall-back-wall,243.4,,c5b5d8e3f08d93cef18184d436a4334f
2019-12-28,Black,V6,4,Red Point,wall-slab,48.7,,da1f659f1ad5418441b3d13f77153cbd
2019-12-27,Black,V1,,Flash,wall-boulders,667.3,,5f44848b1bb9c7175f156070cf622c2d
2019-12-27,Yellow,V6,,Flash,wall-boulders,667.3,,9e4bd776ec6a756903d0f49f1f63e0e3
2019-12-27,White,V4,,Flash,wall-boulders,736.4,,5e83f865fc7edcb671a0fc6f243fa1cb
2019-12-27,Tan,V5,,Flash,wall-boulders,793.8,,7ec3615f2edc759f5d0ecd2e29684034
2019-12-27,Black,V3,,Flash,wall-boulders,793.8,,d75ced062a2fca4781e398011cc289ea
2019-12-27,Yellow,V4,,Flash,wall-boulders,793.8,,46915448cdb1c9ce5516a53f9dd43790
2019-12-27,Blue,V5,4,Red Point,wall-boulders,793.8,,91b9100d5c8424302c0c5876f4c47c86
2019-12-27,Lime Green,V0,,Flash,wall-boulders,793.8,,50d3f73ac75c32cf59a694d6cf92b914
2019-12-27,Pink,V3,,Flash,wall-boulders,793.8,,9e386b2ded9a16115e969789bd0aa65b
2019-12-27,Black,V2,,Flash,wall-boulders,793.8,,d492409ecb9fa81dd19ef97a857ecb4d
2019-12-19,Blue,V5,5,Red Point,wall-mezzanine,114.6,Finish was a little tricky. Enjoyed this one,7ce3756a52d9d7f61a09d02f0f4712dd
2019-12-18,Black,V4,,Flash,wall-mezzanine,114.6,,f4d2ce6fb74a8fb028eb394669f4b31a
2019-12-18,Lime Green,V0,,Flash,wall-mezzanine,114.6,,7078343e54d721be9095c59950f8375b
2019-12-18,Pink,V2,,Flash,wall-mezzanine,114.6,,c7e889eff9e13543e345f50c92f56125
2019-12-18,Blue,V1,,Flash,wall-mezzanine,114.6,,f90381b34d3e71de891729d652e1b72a
2019-12-18,White,V5,,Flash,wall-mezzanine,114.6,,6002b5dece6e5b85800c5021dd77c2bc
2019-12-18,Yellow,V2,,Flash,wall-mezzanine,114.6,,db6502d951e7ec0a6334153d76ec91a6
2019-12-18,Red,V0,,Flash,wall-mezzanine,114.6,,c20018aeeef291af5e4fd6e5a4006c5d
2019-12-18,Pink,V1,,Flash,wall-mezzanine,114.6,,560252b1da863a3c41bfc39f3ac8117f
2019-12-18,Pink,V1,,Flash,wall-mezzanine,114.6,,560252b1da863a3c41bfc39f3ac8117f
2019-12-18,Tan,V6,3,Flash,wall-mezzanine,114.6,Not too bad if you're taller. Started with wide hands﹐ since start holds are now ambiguous... ,020af7535b31bf78705a778ea771ec65
2019-12-18,White,V3,,Flash,wall-mezzanine,39.7,,d7578e648a3dc4c56fe73584f3e8f38d
2019-12-18,Yellow,V6,4,Red Point,wall-mezzanine,39.7,,528c6171f0dd6eee7da2afdba58f647f
2019-12-18,Lime Green,V4,,Flash,wall-mezzanine,39.7,,50048da5b9c46c6bf942ed2982c416c5
2019-12-18,Blue,V4,,Flash,wall-mezzanine,39.7,,f3f45fc87c0d9f759567c041355c446e
2019-12-18,Red,V7,5,Red Point,wall-mezzanine,39.7,Spicy finish,4ff6ec0d33533ada5693f07768023250
2019-12-18,Black,V3,,Flash,wall-mezzanine,39.7,,6ae9c1d096be2c74317f792525022d88
2019-12-18,Tan,V2,,Flash,wall-mezzanine,39.7,,315b4d0b36d1a7e3b8cc920bc1161eda
2019-12-16,Red,5.10c,,Onsight,wall-island,561.5,,52167fe939525176df6ac822d107524a
2019-12-16,Yellow,5.9,,Onsight,wall-back-wall,315.7,,f3a926b76332455d0f100cf47dbf1819
2019-12-16,Pink,5.9,,Onsight,wall-back-wall,252.2,,307e02e2ddc6a796adbcc6ba85f65282
2019-12-15,Blue,5.11d,4,Red Point,wall-island,394.7,,a4cdc3adcea814519cc1664b2e72c6e2
2019-12-12,Yellow,V2,,Flash,wall-boulders,87.1,Definitely harder than a v2,42469c5d45475ebebb368c5618ec9658
2019-12-11,Red,V4,,Red Point,wall-boulders,87.1,The label on the climb is a for a v3﹐ it's more like a v5. Most of the low grades in this corner are sandbagged for some reason. Good climb though. ,b388c3114171dc2c4678c47a7bad4b89
2019-12-11,White,V0,,Flash,wall-boulders,87.1,,129293a9282b4c241f2b6926eca02ed9
2019-12-11,Blue Right,V6,4,Red Point,wall-boulders,87.1,,b5eade09f4e03004dd6d2556256d5cb8
2019-12-11,Tan,V1,,Flash,wall-boulders,87.1,,a88e77ab84990e9bbe2deddd32b22a60
2019-12-11,Black,V3,,Flash,wall-boulders,87.1,,72238918b99ecd2939d8f5ff2ab979b7
2019-12-11,Lime Green,V6,,Red Point,wall-boulders,161.2,,7c953e25110579273d27420cdda7153d
2019-12-11,White,V2,,Flash,wall-boulders,161.2,,c99b421e45cc458d301f896aa100a50b
2019-12-11,Black,V1,,Flash,wall-boulders,161.2,,93e087fbdcd36676c5dad37ee2dc1db0
2019-12-11,Blue,V4,,Flash,wall-boulders,161.2,A stiff 4,f1e21045d4d19ba580260aebf453b360
2019-12-11,Tan,V5,,Red Point,wall-boulders,161.2,,d54ed3fe98d15b9c5e4c88e7a9bf5aa5
2019-12-11,White,V6,4,Flash,wall-boulders,222.0,Challenging beginning! A first glance this looks like it should be pretty easy considering the huge jugs﹐ but ends to with some surprisingly powerful moves. Good climb. ,774bad64cf7f6eb3ceb940747aafcdbd
2019-12-11,Blue,V2,,Flash,wall-boulders,222.0,,e7e9aabd942ff15bdbc90d9b468ecb1c
2019-12-11,Pink,V5,,Red Point,wall-boulders,222.0,,15bb7d8da95e7f021d3250011d67a5d5
2019-12-11,Pink,V5,5,Flash,wall-boulders,161.2,,0634754e4370d35be16579c5dd3d6d8b
2019-12-11,Blue Left,V5,,Flash,wall-boulders,87.1,Either I sent this with an unlabeled finish hold or there wasn't one.. ?‍♂️,9839457d366ef0cf6a2349dffa243b91
2019-12-11,Black,V4,,Flash,wall-boulders,87.1,Another sandbagged climb in this corner.,2b4ccb94beadeae7213d80a717e9ff04
2019-12-07,Black,5.12b,,Onsight,wall-auto-belay,173.7,,814f0c8223e500003fa1a97bb7a48f9f
2019-12-07,Red,5.11b,,Onsight,wall-auto-belay,174.3,,ac7876fc38ee35060d15cf343608f4cc
2019-12-07,White,5.8,,Onsight,wall-auto-belay,174.9,,7224cb9ec952f72a64bc57ada47a5009
2019-12-07,Yellow,5.11b,,Onsight,wall-auto-belay,196.9,,f62bcca487d3b6a3fd878f3d65114aa0
2019-12-07,Blue,5.9,,Onsight,wall-auto-belay,197.6,,a34a395e57877a93cf1bc8978f4b8ffd
2019-12-07,Lime Green,5.7,,Onsight,wall-auto-belay,198.2,,948216317be0497afa5f43d129131bc2
2019-12-07,Pink,5.10c,,Onsight,wall-auto-belay,222.1,,d98c6b94886d2dc5c6c2821151a98009
2019-12-07,Purple,5.8,,Onsight,wall-auto-belay,222.7,,a5cc5d3c8f73b9e95d040c3a58629ba1
2019-12-07,White,5.6,,Onsight,wall-auto-belay,223.4,,22c9bc57f6c78417bf845cef7f172554
2019-12-07,Lime Green,5.9,,Onsight,wall-auto-belay,250.5,,8d7b53207cde200fc8b8e23e4db20206
2019-12-07,Yellow,5.6,,Onsight,wall-auto-belay,251.1,,4bdda810108d228def6941d092a976a5
2019-12-07,White,5.11c,,Onsight,wall-auto-belay,273.1,,ad04bd3d41341aba27a71331c7b989b0
2019-12-07,Pink,5.10a,,Onsight,wall-auto-belay,273.7,,d8ffb83c6af4967932c015e8c861f6af
2019-12-07,Blue,5.8,,Onsight,wall-auto-belay,274.3,,32c346b8060d1e7ddc9e7ef8a414dc45
2019-12-07,Red,5.11b,,Onsight,wall-auto-belay,302.7,,e1db27bce97ce8180c6fe740f505ff3a
2019-12-07,Black,5.10b,,Onsight,wall-auto-belay,303.3,,b968ba4430741a72c07510e328ef2d3b
2019-12-07,Tan,5.7,,Onsight,wall-auto-belay,304.0,,9ca9a4cbe9b1e566b8259e1f75fba4e7
2019-12-07,Lime Green,5.11d,5,Red Point,wall-auto-belay,341.8,Felt harder than the 12s on this wall. ,882852d17474c31560a1a1ae0cebf152
2019-12-07,Pink,5.9,,Onsight,wall-auto-belay,342.5,,1ee55e57deb4ec3219c7052e7ae0ebc6
2019-12-07,Yellow,5.6,,Onsight,wall-auto-belay,343.2,,4fbea74535f1883298a376fc3bf08186
2019-12-07,Red,5.11d,,Onsight,wall-back-wall,221.1,,45ed740a750e9814ef96d0820fb53cd7
2019-12-07,Black,5.11c,5,Onsight,wall-back-wall,243.6,,e20c8b62a86a5dd47d06205a0130786d
2019-12-07,Pink,5.11b,4,Onsight,wall-island,163.0,,a8954e1ffe579e09beab9cf40368cdf4
2019-12-07,Black,5.10c,4,Onsight,wall-island,91.7,,617ac92754335a9dfad8633213e5caea
2019-12-07,Blue,5.10a,2,Onsight,wall-island,141.6,,b46728a72e668ba94c553145613372b9
2019-12-07,Yellow,5.8,,Onsight,wall-island,142.7,,26533b08ff9921490037d17044effe5d
2019-12-07,Tan,5.7,2,Onsight,wall-island,162.0,,8efe7dd1554f10a5ff4b04a57dd10956
2019-12-06,Black,5.12a,,Onsight,wall-auto-belay,249.8,soft,ec99775d7157d60e8c4aeb5b6f413c9c
2019-12-04,Black,V6,4,Red Point,wall-slab,48.7,,da1f659f1ad5418441b3d13f77153cbd
2019-12-04,Lime Green,V2,,Flash,wall-slab,48.7,,249c531dcbbf175dade9a0fda91957d3
2019-12-04,Blue,V1,,Flash,wall-slab,48.7,,5031f54a3295a6c94ae1d07eaf162387
2019-12-04,Tan,V3,,Flash,wall-slab,48.7,,7deb2e19b6fb227d80ef431e88fa0089
2019-12-04,White,V1,,Flash,wall-slab,48.7,,9f5df0d2145f0513d2c2ac4cad343cac
2019-12-04,Red,V6,,Flash,wall-slab,48.7,,27f6cc1905e4f599e8a0b74b8554335a
2019-12-04,Yellow,V4,,Flash,wall-slab,48.7,,eb59ff8b1376a15ff5eb04c011c27bfb
2019-12-04,Lime Green,V5,4,Red Point,wall-slab,118.8,I personally found this 5 harder than the 6s and 7s on this wall. ,81e52c00ba9ce5a04927abbdd265d724
2019-12-04,Pink,V6,,Red Point,wall-slab,118.8,,2ee9555b0b495972dda36ec998d344da
2019-12-04,Black,V3,,Flash,wall-slab,118.8,,9b71b0b23b89df1d775d286c5a39fa63
2019-12-04,Red,V5,,Flash,wall-slab,118.8,,52db780f4058ecbc2c61123936403ac1
2019-12-04,Tan,V7,,Flash,wall-slab,118.8,,0ea893cad144964e48f0187fd25eee86
2019-12-04,Yellow,V4,,Red Point,wall-slab,118.8,,a94cc983f866c08aa4f2e4f6a6de336a
2019-12-04,White,V0,,Flash,wall-slab,118.8,,8aaa3a4f74a032d8936f77e684dfdf03
2019-12-04,Black,V5,,Red Point,wall-slab,192.9,,66534e523878ae755a0834bbda01aebb
2019-12-04,Pink,V2,,Flash,wall-slab,192.9,,c237c8b33a0918328e89b5c1cb0d25ca
2019-12-04,Yellow,V7,3,Red Point,wall-slab,192.9,,51f06fe096964f123cd431c6cdac1510
2019-12-04,Lime Green,V0,,Flash,wall-slab,192.9,,35f5d8d239fd760596d702b7eee7ede9
2019-12-04,Red,V3,,Flash,wall-slab,192.9,,f8471788822aee2cbc217073ef6ac350
2019-12-02,Yellow,V7,5,Red Point,wall-boulders,581.0,Excellent problem,de5c94afd6e02aa4ab49c2d3d41e2061
2019-12-02,Lime Green,V4,,Flash,wall-boulders,581.0,,c81084d2b88f45a23575a61808634d31
2019-12-02,Yellow,V4,,Red Point,wall-boulders,581.0,,e75537d5294be4537bc7c9baade9a35c
2019-12-02,Pink,V4,,Flash,wall-boulders,505.7,,55da0c04bc30556e600e47096828d03b
2019-12-02,Yellow High,V3,,Flash,wall-boulders,423.0,,3f8c721122a0bc760a49f03da502a72a
2019-12-02,Red,V5,,Flash,wall-boulders,423.0,,5626da4c93e824b608273be9ebda4d7c
2019-12-02,Tan,V3,,Flash,wall-boulders,423.0,,25953b63ef9a511874960725a0a8ab82
2019-12-02,Pink Right,V5,,Flash,wall-boulders,288.8,,456d312c78ca1b8a319c89b90eb4b545
2019-12-02,Red,V6,,Red Point,wall-boulders,222.0,,7e02a5eae8b6d6d7e55ad1803f0b35a7
2019-12-02,Black,V4,,Flash,wall-boulders,222.0,,7e2c97c18ee1a2b7fe69f55b499ab041
2019-11-29,Blue,5.11b,,Onsight,wall-back-wall,322.3,,2ff674be2a650fe354c90fb700b704c7
2019-11-29,Pink,5.10b,,Onsight,wall-island,365.2,,238846b13e3522b5eae9a6e7ffdee8f2
2019-11-29,Pink,5.9,,Onsight,wall-back-wall,165.3,,baf04a9136fe3a4282e7d938de009b1d
2019-11-29,Tan,5.9,4,Red Point,wall-island,590.5,,2ba45e3e46e2611771d6c44e12315062
2019-11-27,Lime Green,5.11b,5,Onsight,wall-back-wall,164.5,,518e7050eb9e9376adfebe09b20f1384
2019-11-27,Purple,5.9,,Onsight,wall-island,444.9,,c43d5318c7bb0945f1028deabce154cc
2019-11-24,Blue,V4,,Flash,wall-boulders,667.3,,2cc853d97a9c22c53e6006832da3a0ea
2019-11-24,Lime Green,V2,,Flash,wall-boulders,161.2,,80eba7bb095082696f16c73c7020658b
2019-11-24,White,V5,,Flash,wall-boulders,161.2,,b68f4380c00685742cba85bf8991983c
2019-11-24,Yellow,V4,,Red Point,wall-boulders,161.2,,1a293917e74b3c93c6ec0aa943a44ac9
2019-11-24,Black,V3,,Flash,wall-boulders,161.2,,8f42b664427668f528253a5c7952a257
2019-11-24,Black,V3,,Flash,wall-boulders,87.1,,e5289c94ed974e2198beac69fcdb2230
2019-11-24,Tan,V6,,Flash,wall-boulders,87.1,,41696e4eec6134ec9398957838cc032e
2019-11-24,Blue,V0,,Flash,wall-boulders,87.1,,618e87f0d21caa2132be50c79910e2ee
2019-11-24,Pink,V4,,Flash,wall-boulders,87.1,,7c65ecd43d534459153e02e7842e9b47
2019-11-24,White,V1,,Flash,wall-boulders,87.1,,869dd21a22174418a2d1dc41d46c4c69
2019-11-24,Lime Green,V3,,Flash,wall-boulders,87.1,,b6af4b738b514e8d3c5cd7bcc4a50930
2019-11-24,Purple,V0,,Flash,wall-boulders,87.1,,53b826d5e7f779401d64886382542657
2019-11-21,Yellow,V6,,Red Point,wall-mezzanine,114.6,,0329ff4e80c4db7e247361a597d7e289
2019-11-21,Black,V3,,Flash,wall-mezzanine,114.6,,a56ab2dfa2c7e76d5f11fd42e8e4e927
2019-11-21,Red,V4,,Flash,wall-mezzanine,114.6,,6c0df1ab2ad03b661353483f07f34ba3
2019-11-21,White,V8,,Red Point,wall-mezzanine,114.6,skipped the last﹐ right hold,afe5f02c8e54e60d8355b15a81933f09
2019-11-21,Pink,V4,,Red Point,wall-mezzanine,39.7,,d8f4c48f962cd60cd72d3952ec585577
2019-11-21,Blue,V5,,Flash,wall-mezzanine,39.7,,26ff876291b6a16351c87b3c324a2623
2019-11-21,Yellow,V2,,Flash,wall-mezzanine,39.7,,4853c6bdcae8971aa42abadedfbaf3b7
2019-11-21,White,V3,,Flash,wall-mezzanine,39.7,,2ed61d0a3b39cc297b2c2404a27121ac
2019-11-21,Lime Green,V1,,Flash,wall-mezzanine,39.7,,c77dae2b30e8a996171695d39eea2b20
2019-11-21,Red,V3,,Flash,wall-mezzanine,39.7,,a9b49495b85fefdbdcbabb5e6173d638
2019-11-21,Black,V4,,Flash,wall-mezzanine,39.7,,f20a5eee429ff94b67653555ad705d07
2019-11-21,Lime Green,V4,,Flash,wall-mezzanine,114.6,,08b2560e61985bd912ce48ba21007422
