route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date
b1ba2d4b313e01b10363cb543d2e8ac0,Black,5.10a,route,Routes Red Wall,wall-red,155.6,3.62,2019-10-10,2020-01-15
656f936b6a44c3f5732c9bb24588d93a,White,5.10b,route,Routes Red Wall,wall-red,230.0,3.2,2019-10-10,2020-01-22
0372c1baad5fd29262dbbf44b4874086,Lime Green,5.10b,route,Routes Orange Wall,wall-back-wall,922.4,3.07,2019-10-08,2020-01-05
19c99843b896516f962b1d4f32c026b1,Tan,5.11a,route,Routes Orange Wall,wall-back-wall,946.0,3.43,2019-10-08,2020-01-05
eab14cfe109b225fdf2df6fbeb7d86de,White,5.11a,route,Routes Island Low Bay Left,wall-island,18.7,3.5,2019-10-18,2020-01-02
9c704f8b8b799cc03a2e6c854e39a045,Yellow,5.11c,route,Routes Island Low Bay Left,wall-island,603.0,4.0,2019-10-22,2020-01-01
26d19e844aca689a57be65bfa61d8dd5,Blue,5.6,route,Routes Orange Wall,wall-back-wall,1120.9,3.0,2019-10-16,2020-02-22
997e0a77061d3131779265e9607521ad,Lime Green,5.9,route,Routes Orange Wall,wall-back-wall,1121.9,3.28,2019-10-16,2020-02-22
bb5092840cbd591c463649931da22aa3,Lime Green,5.7,route,Routes Red Wall,wall-red,156.3,3.22,2019-10-10,2020-01-15
75752b7d4501ce271202689e41902812,Red,5.11a,route,Routes Red Wall,wall-red,261.8,3.57,2019-10-11,2020-01-23
10ffedd9201780fea9f9faa3a03ddc39,Yellow,5.7,route,Routes Island Low Bay Left,wall-island,92.7,3.44,2019-10-30,2020-01-22
8f050d15cb7be37cc3403423b5655f20,Blue,5.8,route,Routes Red Wall,wall-red,173.9,3.4,2019-10-11,2020-01-23
617ac92754335a9dfad8633213e5caea,Black,5.10c,route,Routes Island Low Bay Left,wall-island,91.7,3.54,2019-10-30,2020-01-22
fecccff1ab31f29b00dd3c27844f4627,Yellow,5.9,route,Routes Red Wall,wall-red,262.5,3.6,2019-10-11,2020-01-23
4a4b84f4674805a38de8d41c9c295d7f,Purple,5.7,route,Routes Red Wall,wall-red,230.7,3.2,2019-10-10,2020-01-22
d8f8912fe9993c81219af138f3e08424,Pink,5.10a,route,Routes Red Wall,wall-red,79.7,3.86,2019-10-02,2020-01-15
93f15416d3b0c8afabaa2f3e4849175d,Red,5.10a,route,Routes Red Wall,wall-red,132.5,3.41,2019-10-02,2020-01-15
b2d7ab84bfd281be83406c112610cb84,Tan,5.8,route,Routes Red Wall,wall-red,80.7,3.62,2019-10-02,2020-01-15
8bb5dcf2a150e2bb2a77a7d092db3e73,Lime Green,5.10a,route,Routes Lead Cave,wall-back-wall,684.0,3.75,2019-10-24,2020-01-20
