route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date,month
01172202ae6ebbf7141e7a1663036ef5,Lime Green,5.6,route,Routes Auto Belays,wall-auto-belay,343.2,3.15,2019-09-12,2019-12-02,2019-09
20578afeee6c82179ec1cc8e211d2f00,White,5.8,route,Routes Auto Belays,wall-auto-belay,342.5,3.33,2019-09-12,2019-12-02,2019-09
c22a3e51bcb8b43302f70b4247bd4fec,Tan,5.9,route,Routes Island Low Bay Left,wall-island,246.0,3.46,2019-09-13,2019-12-12,2019-09
cc2a326bed6a366fd9a3c510457f5cf3,White,5.10b,route,Routes Yellow Wall,wall-back-wall,1292.9,3.27,2019-09-06,2019-12-09,2019-09
ce4e820cbe72f972c9e83f944cb90185,Black,5.10b,route,Routes Island Low Bay Left,wall-island,245.4,3.31,2019-09-13,2019-12-12,2019-09
afe505fb54ccfb3ac3f0be632bda70cf,Black,5.12b,route,Routes Auto Belays,wall-auto-belay,174.3,3.5,2019-09-06,2019-11-18,2019-09
7f135225cc552b5d16186c26b255abf8,Purple,5.10a,route,Routes Yellow Wall,wall-back-wall,1386.5,3.53,2019-09-25,2019-12-15,2019-09
307e02e2ddc6a796adbcc6ba85f65282,Pink,5.9,route,Routes Main High Bay,wall-back-wall,252.2,3.19,2019-09-25,2019-12-02,2019-09
1f44970504c4f3c8fe631074f2c8b03c,White,5.10d,route,Routes Island Low Bay Right,wall-island,353.3,3.8,2019-09-26,2019-12-15,2019-09
1741926478be8a2f9d556c25d0545bba,Yellow,5.10c,route,Routes Island Low Bay Right,wall-island,327.1,3.46,2019-09-25,2019-12-15,2019-09
880c30690bbd7ef907b9378d023853cc,Red,5.10a,route,Routes Left of Auto Belay,wall-auto-belay,480.4,3.31,2019-09-16,2019-12-10,2019-09
fba8679804be2ecee0083151d554e040,Blue,5.10c,route,Routes Left of Auto Belay,wall-auto-belay,453.6,3.5,2019-09-16,2019-12-10,2019-09
7a74c7e536d444fa677359ee5ca64f21,Lime Green,5.10a,route,Routes Yellow Wall,wall-back-wall,1274.8,3.09,2019-09-06,2019-12-11,2019-09
4a69de360157ad941c0c40987baa818d,Blue,5.8,route,Routes Island Low Bay Left,wall-island,266.2,3.38,2019-09-14,2019-12-12,2019-09
2fb34dc2c93d5b975468555867d5f6f3,Red,5.11c,route,Routes Island Low Bay Left,wall-island,266.9,3.5,2019-09-14,2019-12-12,2019-09
67f5b04a76b31beb04c478bc4a23ff33,Blue,5.8,route,Routes Island Low Bay Right,wall-island,327.5,3.8,2019-09-25,2019-12-15,2019-09
b450e0f6a18d72fff49f977b8c25ff2e,Tan,5.8,route,Routes Yellow Wall,wall-back-wall,1386.5,3.25,2019-09-25,2019-12-15,2019-09
