route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date
6e872e80620e6816d66f3b016cd50e0d,Pink,5.11c,route,Routes Island Low Bay Left,wall-island,182.8,4.0,2019-06-26,2019-08-21
0022740f8e09c8b8ac2639e7afdf7356,Red,5.10d,route,Routes Red Wall,wall-red,262.5,4.2,2019-06-10,2019-08-05
e2ed53fe43f6ec0463d259516931fd4e,Pink,5.11a,route,Routes Yellow Wall,wall-back-wall,1310.0,3.5,2019-06-20,2019-09-04
a68971cac04ab79698d8d8ad20dce6d4,Yellow,5.10d,route,Routes Orange Wall,wall-back-wall,1068.2,3.83,2019-06-01,2019-08-20
c23cffc3684c692022016a0c9e13357d,Lime Green,5.10a,route,Routes Left of Auto Belay,wall-auto-belay,418.1,4.2,2019-06-26,2019-09-15
bf831841ca7579dde047211593b3bf17,Yellow,5.8,route,Routes Left of Auto Belay,wall-auto-belay,391.2,3.5,2019-06-30,2019-09-15
05bc170da7f37cdac0abc971cfbf7905,Black,5.9,route,Routes Auto Belays,wall-auto-belay,342.5,3.0,2019-06-28,2019-09-10
ff6a22ccc7f31eaae0a513e92e45a2db,Purple,5.9,route,Routes Auto Belays,wall-auto-belay,302.7,4.2,2019-06-20,2019-09-09
d83231d0d24b56d9433c7a837778bc4c,Red,5.11a,route,Routes Left of Auto Belay,wall-auto-belay,390.5,,2019-06-30,2019-09-15
de21003187148027c72b9ad324a292ef,Blue,5.10c,route,Routes Left of Auto Belay,wall-auto-belay,363.6,5.0,2019-06-30,2019-09-11
78b7c872496f814e016c588ce3b17dcf,Tan,5.6,route,Routes Left of Auto Belay,wall-auto-belay,362.9,4.0,2019-06-30,2019-09-11
5d53b964cf0a424cfba9ab65bf391342,Yellow,5.10d,route,Routes Auto Belays,wall-auto-belay,304.0,4.4,2019-06-20,2019-09-09
2f2e80b079f6e41bae739c649c5c1f9b,Lime Green,5.8,route,Routes Auto Belays,wall-auto-belay,303.3,4.5,2019-06-20,2019-09-09
98f2c9e068cfbd7d148c643116e3151e,White,5.9,route,Routes Yellow Wall,wall-back-wall,1274.1,4.0,2019-06-19,2019-09-04
2055a908cc9ff43d3efd8440726b966c,Lime Green,5.9,route,Routes Main High Bay,wall-back-wall,16.3,5.0,2019-06-28,2019-09-03
b0f527fa9b855ffca1f66f0d50de20b4,Purple,5.8,route,Routes Left of Auto Belay,wall-auto-belay,418.8,5.0,2019-06-26,2019-09-15
72bbf909d0f0feb4138dfec5a82a18b4,Yellow,5.10b,route,Routes Island Low Bay Left,wall-island,162.0,,2019-06-24,2019-08-23
cc4e119c6f0748da67b4cee9303556a4,Black,5.9,route,Routes Yellow Wall,wall-back-wall,1309.3,4.0,2019-06-20,2019-09-04
f4d0f700290745d4fa16c1bb97297dba,Blue,5.12c,route,Routes Yellow Wall,wall-back-wall,1274.8,4.0,2019-06-19,2019-09-04
beb0c6f8532d2a488f65b156ee2ff597,Yellow,5.6,route,Routes Yellow Wall,wall-back-wall,1292.9,4.5,2019-06-19,2019-09-04
636bc20e5e0078a73c434d938bf52ffb,Blue,5.11a,route,Routes Auto Belays,wall-auto-belay,249.8,4.5,2019-06-21,2019-08-27
4b4a0b7db50f60e05bc1bbf48ab41a32,Black,5.10c,route,Routes Auto Belays,wall-auto-belay,274.3,3.86,2019-06-20,2019-08-27
928fe6822e8f620ec4c732d73f9dab4e,Tan,5.9,route,Routes Auto Belays,wall-auto-belay,273.7,,2019-06-20,2019-08-27
defe8581ac57cf46d7b195afe447b740,Yellow,5.9,route,Routes Auto Belays,wall-auto-belay,250.5,4.0,2019-06-21,2019-08-27
813310f110be82c23b4c6b3b35431144,Tan,5.9,route,Routes Island Low Bay Left,wall-island,125.0,4.5,2019-06-24,2019-08-22
1577ddb802b7659d0c7a7e5caa708e9c,White,5.5,route,Routes Auto Belays,wall-auto-belay,343.2,,2019-06-28,2019-09-10
2f32522e3d058ab307a6e1b568b70622,Lime Green,5.6,route,Routes Auto Belays,wall-auto-belay,251.1,,2019-06-21,2019-08-27
c3d434d10898f317038b3239448b2064,White,5.7,route,Routes Auto Belays,wall-auto-belay,223.4,4.0,2019-06-21,2019-08-27
9330fa9475d9b4878c1d0032966fe8b1,Purple,5.10b,route,Routes Auto Belays,wall-auto-belay,222.7,4.33,2019-06-21,2019-08-27
ec79ea8732434926d7523c023acdfe4c,Red,5.8,route,Routes Auto Belays,wall-auto-belay,222.1,4.5,2019-06-21,2019-08-27
24e4df865ba629536c2f96cfc9ab2ff6,Pink,5.12a,route,Routes Auto Belays,wall-auto-belay,273.1,4.0,2019-06-20,2019-08-27
b1aefff0a92480d7f980b36c205c56d6,Purple,5.10c,route,Routes Main High Bay,wall-back-wall,37.7,,2019-06-29,2019-09-04
3bc407d200f45201e75361099ddb557f,Pink,5.12c,route,Routes Auto Belays,wall-auto-belay,341.8,,2019-06-28,2019-09-10
26a99a9d0d202754bd154a232323147f,Purple,5.9,route,Routes Island Low Bay Left,wall-island,181.7,4.0,2019-06-26,2019-08-21
7ab481f27a5394e37c21f6ae48c02458,Purple,5.10a,route,Routes Yellow Wall,wall-back-wall,1227.9,4.0,2019-06-20,2019-08-28
18a38060000d1ff26bf5f4b8397c6fc1,Tan,5.10b,route,Routes Yellow Wall,wall-back-wall,1293.7,4.0,2019-06-19,2019-09-04
d5a5aadb05a6d20548bd1fc2f724df6b,Lime Green,5.7,route,Routes Yellow Wall,wall-back-wall,1250.3,,2019-06-20,2019-08-27
84e6dc4e2badd861ad30f1b185fb38ad,Yellow,5.10b,route,Routes Yellow Wall,wall-back-wall,1199.9,4.5,2019-06-20,2019-08-28
2d2d89f2311a4e8b466c58fe5eaca437,Pink,5.10c,route,Routes Island High Bay Right,wall-island,560.7,3.8,2019-06-13,2019-08-25
fb76cafe83074886612f954215722eac,Pink,5.11d,route,Routes Island Low Bay Left,wall-island,105.7,4.0,2019-06-26,2019-08-21
decb82b841b408466c3e214464d6d6b9,Red,5.12b,route,Routes Island Low Bay Left,wall-island,141.6,4.2,2019-06-26,2019-08-23
c834436f9ce74fc79ef4439908108b5c,Tan,5.9,route,Routes Yellow Wall,wall-back-wall,1175.0,5.0,2019-06-14,2019-08-20
e5d8b6e0417cebd4071adb0b45eb0eba,Purple,5.12a,route,Routes Island High Bay Right,wall-island,561.5,4.33,2019-06-13,2019-08-25
b312c00a68993682b91c86ac5c225c72,Red,5.10b,route,Routes Orange Wall,wall-back-wall,1168.2,4.0,2019-06-14,2019-08-20
debae87af4532ec839a5ce0499e79ad2,Blue,5.10b,route,Routes Island Low Bay Left,wall-island,126.0,4.25,2019-06-24,2019-08-22
ade052ca9209279ae58bdc1189bc14c5,Black,5.11b,route,Routes Yellow Wall,wall-back-wall,1175.7,4.43,2019-06-14,2019-08-20
d5b451326b50297add8966e21258f271,Pink,5.11b,route,Routes Yellow Wall,wall-back-wall,1200.6,4.33,2019-06-20,2019-08-28
0379a1ef029db56374c54f0d539eec5a,Blue,5.7,route,Routes Orange Wall,wall-back-wall,1067.3,,2019-06-01,2019-08-20
0283046f4c2c9a828d67139daf549aab,Lime Green,5.11c,route,Routes Island High Bay Right,wall-island,528.5,4.5,2019-06-14,2019-08-18
1b39b929851441d7c888dfe07d714dd4,White,5.13a,route,Routes Main High Bay,wall-back-wall,36.9,5.0,2019-06-29,2019-09-04
205b5f419d467e72dd2b02c697c6bd18,Pink,5.12b,route,Routes Main High Bay,wall-back-wall,17.1,4.25,2019-06-28,2019-09-03
bc6c2af75115565987b6a9cad5d7f3f6,White,5.9,route,Routes Island High Bay Left,wall-island,420.7,3.8,2019-06-06,2019-08-13
5099347f5f8eb29a315bedeeb0831a43,Blue,5.10d,route,Routes Island High Bay Left,wall-island,395.6,3.67,2019-06-07,2019-08-12
28cfe40c754fd71eb7e364bc41ad867a,Purple,5.8,route,Routes Island High Bay Left,wall-island,365.2,4.67,2019-06-12,2019-08-12
561a506bb3dfef04c47fdd51a1d9ed61,Lime Green,5.8,route,Routes Island Low Bay Left,wall-island,160.9,,2019-06-24,2019-08-23
fe11812fcac7834f8a74d7e26c121ec8,Grey,5.8,route,Routes Auto Belays,wall-auto-belay,174.9,5.0,2019-06-17,2019-08-11
4685685bb9dcb264f347684968d5bc74,White,5.10b,route,Routes Island High Bay Right,wall-island,504.9,4.0,2019-06-09,2019-06-24
6dc3051510ff59c16073354826abfa26,Red,5.10a,route,Routes Yellow Wall,wall-back-wall,1251.0,4.0,2019-06-20,2019-08-27
d449c3565034ff371fe6b52643d53e14,Yellow,V5,boulder,Bouldering 45,wall-boulders,736.4,4.47,2019-06-25,2019-08-07
d3a2d45593701d55788fc233588f1504,Black,V5,boulder,Bouldering 45,wall-boulders,793.8,4.0,2019-06-25,2019-07-26
712fde24ff1ccde003d3599a5b7b22af,Yellow,V0,boulder,Bouldering 45,wall-boulders,793.8,4.4,2019-06-25,2019-07-26
669fb7797907bc86a00bb2800035be2b,Red,V6,boulder,Bouldering 45,wall-boulders,793.8,4.62,2019-06-25,2019-07-26
251d52490fcdb4f8d5c9f0aa65dcfbdc,Lime Green,V2,boulder,Bouldering 45,wall-boulders,793.8,4.55,2019-06-25,2019-07-26
dc22e056c53bea7211bde34eaaf3b79d,White,V3,boulder,Bouldering 45,wall-boulders,793.8,4.38,2019-06-25,2019-07-26
571c4086172829f51a23327dc991e0a1,Red High,V8,boulder,Bouldering 45,wall-boulders,793.8,5.0,2019-06-25,2019-07-26
0e9441b30fd4381db61f2985c3d358dc,Red Low,V9,boulder,Bouldering 45,wall-boulders,793.8,4.67,2019-06-25,2019-07-26
808ff2ac7d083bdad288cda3be76b4bc,Tan,V1,boulder,Bouldering 45,wall-boulders,793.8,4.17,2019-06-25,2019-07-26
a5678d795e55e3b9b4a098ca77021bef,Blue,V4,boulder,Bouldering 45,wall-boulders,736.4,4.42,2019-06-25,2019-08-07
2e5fbea6a7c1075dd3824cdc2758b532,Black,5.8,route,Routes Island High Bay Left,wall-island,445.8,4.33,2019-06-05,2019-08-12
b4f2b2e21d648d13041261a1e0b97133,Pink,5.9,route,Routes Orange Wall,wall-back-wall,1098.7,4.0,2019-06-13,2019-08-20
ef21512da4038c4385d538d40aac9145,Blue,5.7,route,Routes Island High Bay Left,wall-island,469.1,4.0,2019-06-07,2019-08-18
9c8923a43dfdfbb7a30e15635bb87f25,White,V2,boulder,Bouldering 45,wall-boulders,667.3,4.4,2019-06-25,2019-08-07
eb4516df7ab2dc4b2bdf4592009c3cf5,Black,5.9,route,Routes Red Wall,wall-red,261.8,4.0,2019-06-10,2019-08-05
7f225b58ebe2259268893d92942ecbaa,White,5.10b,route,Routes Orange Wall,wall-back-wall,1121.9,2.5,2019-06-14,2019-08-20
de980668747f805f63e85c6c71fc7023,Black,5.9,route,Routes Island High Bay Right,wall-island,504.0,,2019-06-25,2019-08-18
885e98e2eb86d1e3de7dd419746f25a6,Yellow,5.11c,route,Routes Orange Wall,wall-back-wall,1141.8,5.0,2019-06-14,2019-08-20
03d466a1d4dd45c7a255471b336c8f5a,Lime Green,5.8,route,Routes Orange Wall,wall-back-wall,1140.9,4.0,2019-06-14,2019-08-20
3a8d955dcba65358cf602c2c64f2bbab,Purple,5.12a,route,Routes Auto Belays,wall-auto-belay,173.7,4.5,2019-06-17,2019-08-11
1e4b9357eea6efc90c2e2d9537f0de65,Yellow,5.7,route,Routes Red Wall,wall-red,197.6,,2019-06-11,2019-08-07
8e58818eb11e715d4ab0fc382fc5a3a8,Tan,5.11b,route,Routes Island High Bay Left,wall-island,444.9,4.5,2019-06-05,2019-08-12
a77f790262a006ff8c3a87cea18cc05a,Yellow,5.12a,route,Routes Island High Bay Left,wall-island,421.6,4.5,2019-06-06,2019-08-13
5ffc32fcef5b8ecd90f1dcc61ae4e287,Lime Green,5.10b,route,Routes Island Low Bay Left,wall-island,92.7,4.33,2019-06-24,2019-08-07
01f36034b71fc1b6a122a951feed2895,Black,5.9,route,Routes Island Low Bay Left,wall-island,91.7,4.5,2019-06-24,2019-08-07
103751554319106342e7f899f2043acb,Blue,5.8,route,Routes Orange Wall,wall-back-wall,1167.3,4.0,2019-06-14,2019-08-20
f91ff63506269d96bc6b20edc3f05471,Pink,5.10c,route,Routes Red Wall,wall-red,198.3,,2019-06-11,2019-08-07
9b96b7bdb42a7c191dc81f8331b4313c,Pink,V6,boulder,Bouldering 45,wall-boulders,736.4,4.23,2019-06-25,2019-08-07
680f11478a48d5e550696f3d5e55269b,Lime Green,5.7,route,Routes Auto Belays,wall-auto-belay,198.2,,2019-06-17,2019-08-11
7d6f7cf2d85eb971c8065fa263394d77,Yellow,5.9,route,Routes Auto Belays,wall-auto-belay,197.6,4.0,2019-06-17,2019-08-11
e6c65bfcc9972383397bf8da8ad04097,Blue,5.10b,route,Routes Auto Belays,wall-auto-belay,196.9,3.75,2019-06-17,2019-08-11
