route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date,month
5ad17448d64a4fc714a27b28cb067989,Green,5.11c,route,Routes Auto Belays,wall-auto-belay,174.3,4.5,2018-09-27,2018-10-07,2018-09
ac126d2081dfe0440be68718d2304474,White,5.10b,route,Routes Island High Bay Left,wall-island,467.3,4.4,2018-09-12,2018-12-04,2018-09
3b20be96ec220ec92c6bd57e4677bcb3,Lime Green,5.8,route,Routes Island High Bay Left,wall-island,469.1,4.33,2018-09-12,2018-12-04,2018-09
3914a9cd20c08a8da7e12cc3192aa0d2,Black,5.10d,route,Routes Island High Bay Right,wall-island,528.5,4.45,2018-09-29,2018-12-02,2018-09
284f324d139522ca7bdb2cf2f07bc0d9,Lime Green Left,V1,boulder,Bouldering Slab,wall-slab,118.8,4.82,2018-09-26,2018-10-08,2018-09
f4f0baa43d583818fbc569294d47db06,Pink,5.9,route,Routes Main High Bay,wall-back-wall,37.7,4.09,2018-09-20,2018-10-16,2018-09
4a3d4f3177b85ae957b323bf1ecc844b,Yellow Left,V3,boulder,Bouldering Slab,wall-slab,192.9,3.89,2018-09-26,2018-11-04,2018-09
f1819f795f7fc38a9ae5d3b8e7af24cc,Yellow,V4,boulder,Bouldering Slab,wall-slab,48.7,4.58,2018-09-26,2018-11-07,2018-09
ef767666401f89bf87ac472c53fcd964,Tan,V4,boulder,Bouldering Slab,wall-slab,48.7,4.0,2018-09-26,2018-11-07,2018-09
ee0b88af25add9e4fd6fbf61f433e1b8,Blue,V6,boulder,Bouldering Slab,wall-slab,118.8,4.75,2018-09-26,2018-10-08,2018-09
0c176e71c45fa4c91b75add5121f181b,Lime Green,V0,boulder,Bouldering Slab,wall-slab,192.9,4.5,2018-09-26,2018-11-04,2018-09
dd646bc417534081169183282d0a41c1,Pink,V4,boulder,Bouldering Slab,wall-slab,192.9,4.33,2018-09-26,2018-11-04,2018-09
ef689aaea940064be8cc2262c834ead5,Blue,V1,boulder,Bouldering Slab,wall-slab,192.9,4.54,2018-09-26,2018-11-04,2018-09
700638b55092f8c5eca2fe5f349ba51b,Tan,5.10d,route,Routes Main High Bay,wall-back-wall,17.1,4.5,2018-09-27,2018-10-07,2018-09
6bc3de0b14b6b949a4b6dc932ba864b3,Purple,V5,boulder,Bouldering Slab,wall-slab,192.9,4.36,2018-09-26,2018-11-04,2018-09
5e415157e44549e715938091aa48dece,White,5.12b,route,Routes Island Low Bay Left,wall-island,245.4,4.5,2018-09-30,2018-10-11,2018-09
dfd7df0c064cb1e9afc887b79e7a7b30,Lime Green,V0,boulder,Bouldering Slab,wall-slab,48.7,3.44,2018-09-26,2018-11-07,2018-09
5f1c4b9bc20adc170ddb3f3856a0933a,White,V3,boulder,Bouldering Slab,wall-slab,48.7,3.4,2018-09-26,2018-11-07,2018-09
eba57b45c863ce94bb3910f29be73867,Red,5.12b,route,Routes Island High Bay Right,wall-island,529.4,4.0,2018-09-29,2018-12-02,2018-09
e9f1e559623cdb743f31c8a00dc0017a,Black,V2,boulder,Bouldering Slab,wall-slab,118.8,4.4,2018-09-26,2018-10-08,2018-09
842795bc70c90877eb7b7d697047ac00,Yellow Right,V2,boulder,Bouldering Slab,wall-slab,192.9,4.38,2018-09-26,2018-11-04,2018-09
