route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date
891d6acede184f49c913695b8d6179f9,Purple,5.10d,route,Routes Yellow Wall,wall-back-wall,1310.7,4.43,2020-10-06,2020-11-03
46840610a367ada31e1ea59fb473b349,Yellow,5.9,route,Routes Main High Bay,wall-back-wall,142.5,4.67,2020-10-30,
7f78ee6566f051ceabd090067f32d07d,Yellow,5.8,route,Routes Main High Bay,wall-back-wall,-2.4,,2020-10-22,
e32f05551968c50a9fccb3549ddc660f,Pink,5.10d,route,Routes Red Wall,wall-red,173.9,4.5,2020-10-21,
502b3648395b1cef250e9aabb8c71a7d,Blue,5.10d,route,Routes Main High Bay,wall-back-wall,125.8,3.5,2020-10-30,
b621be98140b080a9bcc8cf27cd60523,Blue,V2,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,3.75,2020-10-28,
76161b9f4c76d06a82018e10d937df4c,Yellow,V1,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,4.0,2020-10-28,
f24031b1fe39068c09caa1a7f8fbae1b,Black,V0,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,3.0,2020-10-28,
0443938600301d126e6901823bf3fc17,Yellow,V1,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,3.67,2020-10-28,
4a61cf09206e7132e61fc9a11691f3a7,Pink,V0,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,3.33,2020-10-28,
0b0fc38e4dfb6f9544325b1259172b6a,White,5.9,route,Routes Red Wall,wall-red,26.8,4.4,2020-10-13,
e13329a2f4c6d99bce62d951e94353ad,Blue,5.7,route,Routes Red Wall,wall-red,132.5,,2020-10-22,
7b1cf3115fce786450bf34101bb498d6,White,V6,boulder,Bouldering Prow,wall-boulders,161.2,4.4,2020-10-22,
aa225b4d458e23ca187a38f0570172a9,Lime Green,5.8,route,Routes Yellow Wall,wall-back-wall,1355.0,4.5,2020-10-13,
0a3ac83a1e26a1660203c2ac4bbf6514,Blue,5.11b,route,Routes Yellow Wall,wall-back-wall,1274.1,4.67,2020-10-02,
fb11b614b2ac509c20516180fe6a6d18,Black,V2,boulder,Bouldering Prow,wall-boulders,222.0,4.0,2020-10-23,
14a03c5ec5333ec47c0964aa3cd4457f,Black,V2,boulder,Bouldering Prow,wall-boulders,87.1,3.8,2020-10-22,
d96d0dbc5bf73d188bccf346795f9ad2,Red,V1,boulder,Bouldering Prow,wall-boulders,222.0,3.33,2020-10-23,
9ee9f63a82057842befb11a2e9a6a117,Yellow,V1,boulder,Bouldering Prow,wall-boulders,87.1,3.75,2020-10-22,
48865bfac77a9d40b06a320c28deec62,Lime Green,V0,boulder,Bouldering Prow,wall-boulders,87.1,3.4,2020-10-22,
95778a3b09e56dc33b5adb3e8d97ea42,Blue,V3,boulder,Bouldering Prow,wall-boulders,87.1,4.0,2020-10-22,
e09a2714dda5da75171aa991afbaf7ca,White,V3,boulder,Bouldering Prow,wall-boulders,222.0,3.0,2020-10-23,
9f2231636121087266b7cfd6f7f39a44,Yellow,V0,boulder,Bouldering Prow,wall-boulders,87.1,3.0,2020-10-22,
f01e6a54f92b71bd25f5af5f0fd72efb,Black,5.9,route,Routes Red Wall,wall-red,79.7,4.17,2020-10-21,
9732366291d737b9f01dd9f0a8585816,Yellow,5.10b,route,Routes Red Wall,wall-red,81.4,4.2,2020-10-21,
4195fcb5ad77ff91f4612db1e8d0639a,Blue,5.9,route,Routes Main High Bay,wall-back-wall,57.6,3.8,2020-10-22,
7494c7b6124e7d954a41bb2824892c50,Pink,5.9,route,Routes Main High Bay,wall-back-wall,-0.7,4.5,2020-10-22,
f52a3a5e37037e537ebde22fb1a06832,Black,5.11c,route,Routes Main High Bay,wall-back-wall,140.8,,2020-10-30,
276b74006ab810ee630e55fa8db2695e,Black,5.10a,route,Routes Red Wall,wall-red,197.6,3.43,2020-10-14,
6940b2cefd45b9780a55c6dc9c46df36,Blue,5.9,route,Routes Right of Auto Belay,wall-auto-belay,45.3,3.33,2020-10-28,
d8d3ca6d1abbd4f5c00e03cbf11f61e9,Purple,V3,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,3.6,2020-10-28,
d1f8d3f3d47a6091511280246c783109,Lime Green,V3,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,4.0,2020-10-28,
42cc61773226ca2ff02f998730639c8b,Pink,V3,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,3.33,2020-10-28,
c80009cf0cdfeeadff73e2c663fbe01f,Lime Green,5.5,route,Routes Yellow Wall,wall-back-wall,1433.3,,2020-10-14,
c2f100f285ed6e616c964b517675c3f7,Purple,5.8,route,Routes Yellow Wall,wall-back-wall,1434.8,4.0,2020-10-14,
783e847b97bd33104e11da29a6a0b11f,Pink,V5,boulder,Bouldering Prow,wall-boulders,222.0,4.5,2020-10-23,
0813fcb46777e06daf4aaa6a3e80dba0,White,V4,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,3.5,2020-10-28,
efd519203b7644946e43f1213412be10,Tan,5.9,route,Routes Red Wall,wall-red,109.7,4.17,2020-10-16,
d86ffb5c7b84a7ad5ead29f0bde68bb6,Lime Green,5.8,route,Routes Right of Auto Belay,wall-auto-belay,19.1,4.0,2020-10-28,
21d422a91cfce2c8bbc565b980fc50a0,Tan,V0,boulder,Bouldering 3D,wall-boulders,288.8,3.25,2020-10-15,2020-11-24
117b27492259e57a093242bb7271560c,White,V2,boulder,Bouldering 3D,wall-boulders,288.8,4.0,2020-10-15,2020-11-24
b1cf289c84badfc27752c2898129faf6,Tan,V3,boulder,Bouldering 3D,wall-boulders,359.0,4.33,2020-10-14,2020-10-25
