route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date,month
98a22f48e64fdf61137625009136b46c,Yellow,5.9,route,Routes Left of Auto Belay,wall-auto-belay,498.5,3.4,2019-04-17,2019-05-02,2019-04
c57829df8f1dffaeb4084a09966496f8,Blue,5.8,route,Routes Left of Auto Belay,wall-auto-belay,453.6,3.33,2019-04-17,2019-09-15,2019-04
7c356883aa0bf05c4489d8e1a5ee536a,Pink,5.11a,route,Routes Left of Auto Belay,wall-auto-belay,480.4,5.0,2019-04-18,2019-05-02,2019-04
d60a0d655b022c1f505de5d971ca24c9,White,5.12a,route,Routes Left of Auto Belay,wall-auto-belay,452.7,5.0,2019-04-17,2019-09-15,2019-04
9154698584376d84d56d7b1b19bc0ca3,Pink,5.8,route,Routes Island Low Bay Right,wall-island,315.9,3.5,2019-04-19,2019-07-14,2019-04
2115a8f044d03402447c06b0fcd0d3a2,Tan,5.9,route,Routes Island Low Bay Left,wall-island,246.0,2.0,2019-04-19,2019-07-11,2019-04
1068030bd54b6cc12dc9d0d9697f533c,Yellow,5.8,route,Routes Island Low Bay Left,wall-island,226.9,5.0,2019-04-19,2019-07-12,2019-04
1a441f527d295167b71dcd51d159f853,Tan,5.10c,route,Routes Island Low Bay Right,wall-island,315.4,3.0,2019-04-19,2019-07-14,2019-04
27fda8086d2db4861bb18954045a1256,Red,5.11d,route,Routes Island Low Bay Left,wall-island,227.5,,2019-04-19,2019-07-12,2019-04
f368854cc83f85bebfcd5ba46a1237d6,Purple,5.7,route,Routes Island Low Bay Right,wall-island,300.0,,2019-04-20,2019-07-11,2019-04
ff6a6d8f24cdc435b701d31798728b26,Yellow,5.11d,route,Routes Main High Bay,wall-back-wall,16.3,4.5,2019-04-25,2019-06-27,2019-04
bfe442af0d1385b46ce7200184a9ccf6,Lime Green,5.9,route,Routes Island Low Bay Right,wall-island,280.2,4.0,2019-04-19,2019-07-11,2019-04
e1b2e7d27ff11d1bdc5736b7a2a6c784,Blue,5.8,route,Routes Yellow Wall,wall-back-wall,1376.2,5.0,2019-04-15,2019-07-06,2019-04
d594f83435983020c5620ee28ead5806,Blue,5.10b,route,Routes Yellow Wall,wall-back-wall,1329.5,4.0,2019-04-16,2019-07-03,2019-04
601792cf8eca45c7a40c78895364d141,Red,5.7,route,Routes Main High Bay,wall-back-wall,-1.5,,2019-04-24,2019-07-03,2019-04
0d338e8607d20739e1e12a4a5315d7f8,Yellow,5.6,route,Routes Yellow Wall,wall-back-wall,1408.5,,2019-04-28,2019-07-03,2019-04
e4393227be16256b85ab2bc1f8085960,Purple,5.9,route,Routes Main High Bay,wall-back-wall,124.1,5.0,2019-04-25,2019-07-11,2019-04
bc8651b60381141eab54847474f100ce,Yellow,5.7,route,Routes Yellow Wall,wall-back-wall,1353.6,,2019-04-17,2019-07-07,2019-04
34d0d7a009b6394e650a25dc930d56e6,Yellow,5.9,route,Routes Main High Bay,wall-back-wall,69.3,4.44,2019-04-25,2019-06-30,2019-04
c4d9749d8d7ac568a3936a9e073d40ea,Red,5.8,route,Routes Left of Auto Belay,wall-auto-belay,391.2,4.33,2019-04-17,2019-06-29,2019-04
5fb519d8b78bbb79d5550f1337bf7b1e,Black,5.10a,route,Routes Yellow Wall,wall-back-wall,1274.8,4.17,2019-04-04,2019-06-18,2019-04
45297cb852ad091808960373110a02a3,Yellow,5.10b,route,Routes Left of Auto Belay,wall-auto-belay,390.5,4.0,2019-04-17,2019-06-29,2019-04
b182fb87796abfd32eb675daaa22724d,Lime Green,5.10b,route,Routes Left of Auto Belay,wall-auto-belay,418.1,4.5,2019-04-18,2019-04-29,2019-04
0f7c69aeb75893e676dc9ff67cc180e5,White,5.10a,route,Routes Yellow Wall,wall-back-wall,1386.5,3.0,2019-04-17,2019-07-02,2019-04
1f6036332c8df09171499bc8900a1dc3,Tan,5.11a,route,Routes Yellow Wall,wall-back-wall,1376.9,4.33,2019-04-15,2019-07-06,2019-04
30e3437781385ef54584b9706e440c1e,Red,5.12a,route,Routes Main High Bay,wall-back-wall,70.1,4.0,2019-04-25,2019-06-30,2019-04
bac78825d129005f86c1f94f96c6f227,Pink,5.10c,route,Routes Main High Bay,wall-back-wall,37.7,4.6,2019-04-25,2019-06-28,2019-04
c63e7bdb295fb2dd57b053cbcf7ff606,Blue,5.11a,route,Routes Main High Bay,wall-back-wall,56.8,3.67,2019-04-26,2019-06-30,2019-04
6ef2c7e0befd7d34ec1bfb66b7716be7,Pink,5.9,route,Routes Yellow Wall,wall-back-wall,1293.7,4.33,2019-04-05,2019-06-18,2019-04
c8069198bd7aeaebbb525c8e49b74e5e,Purple,5.8,route,Routes Main High Bay,wall-back-wall,-2.4,4.0,2019-04-24,2019-07-03,2019-04
7728350bd4188ea30409a5bce33e4973,Tan,5.7,route,Routes Yellow Wall,wall-back-wall,1228.7,4.67,2019-04-05,2019-06-19,2019-04
2a6ad35d7b387bdbdd9553349f487257,White,5.8,route,Routes Yellow Wall,wall-back-wall,1250.3,4.67,2019-04-05,2019-06-19,2019-04
76295153cb18c375454b9a7cabf52e4a,Tan,5.9,route,Routes Yellow Wall,wall-back-wall,1434.0,3.5,2019-04-16,2019-04-27,2019-04
87d93819f9e014f0c3b8240515f8b3dd,Purple,5.5,route,Routes Yellow Wall,wall-back-wall,1433.3,,2019-04-28,2019-07-27,2019-04
ffcee98c800e14db60ee7b1709156880,Pink,5.10b,route,Routes Yellow Wall,wall-back-wall,1409.3,2.67,2019-04-16,2019-04-27,2019-04
58a6c65d608245aa8ade938bdbf7bd35,Blue,5.10d,route,Routes Yellow Wall,wall-back-wall,1251.0,4.4,2019-04-05,2019-06-19,2019-04
f973e60a6f5c3a754308c3cb9a361223,Tan,5.10d,route,Routes Main High Bay,wall-back-wall,56.0,4.0,2019-04-26,2019-06-30,2019-04
06d5805014f42e0e77123501f1900e04,Red,5.9,route,Routes Yellow Wall,wall-back-wall,1227.9,4.67,2019-04-05,2019-06-19,2019-04
e227af77284224b26e82e013a9d265d0,White,5.10d,route,Routes Island Low Bay Left,wall-island,266.2,5.0,2019-04-19,2019-05-27,2019-04
acb519b9faffa48ce4b0bf1ba1c11e33,Tan,5.10a,route,Routes Red Wall,wall-red,174.5,3.6,2019-04-22,2019-06-09,2019-04
7f6bc563a6af175ffdc785f894101aab,Yellow,5.10a,route,Routes Red Wall,wall-red,261.8,4.38,2019-04-22,2019-06-09,2019-04
e8f6838e8f1dc8a20b97aabf5c39af1e,Blue,5.8,route,Routes Red Wall,wall-red,173.9,4.33,2019-04-22,2019-06-09,2019-04
d18c7a59bfe39e45209b28ea4a5ea74b,Purple,5.7,route,Routes Red Wall,wall-red,230.0,4.0,2019-04-22,2019-06-10,2019-04
a2fe8eca46f0a34015ab0740d3a47152,Black,5.12b,route,Routes Main High Bay,wall-back-wall,36.9,4.5,2019-04-25,2019-06-28,2019-04
