route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date
20fd19c3ea5e69b5e3960e8d363ce6c4,Grey,5.7,route,Routes Fox Wall,wall-fox,198.8,,2020-01-26,
f0abd32293169f62ab4e6a7dbf301229,Yellow,5.12c,route,Routes Lead Cave,wall-back-wall,695.6,,2020-01-21,
1f28af14dc81f93083720236797340dd,Blue,5.10c,route,Routes Lead Cave,wall-back-wall,588.1,4.12,2020-01-15,2020-01-25
047cf53843390ae50c5b711161ccb1ad,Black,5.11c,route,Routes Lead Cave,wall-back-wall,335.5,4.14,2020-01-20,
ad18e73705b8a63e1470345dbe4cbbf7,Lime Green,5.10c,route,Routes Lead Cave,wall-back-wall,684.0,4.0,2020-01-21,
cef386d0204fe866526125ee670ab7c9,Lime Green,5.11a,route,Routes Lead Cave,wall-back-wall,488.9,3.9,2020-01-14,2020-11-10
ccda101f3b8737bb08bc47dd8b33b46d,Yellow,5.11d,route,Routes Red Wall,wall-red,261.8,4.5,2020-01-24,2020-10-26
8a6028040f0125396cee9f8d3d5c25ea,Tan,5.9,route,Routes Lead Cave,wall-back-wall,322.3,3.33,2020-01-15,2020-11-10
3340b1d4e1c38fc25263543f90c7c995,Blue,5.10b,route,Routes Red Wall,wall-red,173.9,3.6,2020-01-24,2020-10-20
78d421ed24e7aab1bd59d46244854a3a,Red,5.10a,route,Routes Red Wall,wall-red,199.0,3.67,2020-01-23,2020-10-13
940533195b4810604b9f24da64c1133c,White,5.7,route,Routes Red Wall,wall-red,155.6,4.88,2020-01-16,2020-10-21
a97bac0b9da6811daf7502198eca5b97,Tan,5.8,route,Routes Red Wall,wall-red,175.1,4.43,2020-01-24,2020-10-20
8728d2950f2038ae5c14b3b80f164708,Purple,5.8,route,Routes Red Wall,wall-red,263.2,4.25,2020-01-24,2020-10-26
f66e3542e8ea378346e9fb674cfd9dab,Lime Green,5.10a,route,Routes Red Wall,wall-red,230.0,3.78,2020-01-23,2020-10-26
5ad09687ecac766db2f1f3ebff4eaa8c,Black,5.7,route,Routes Red Wall,wall-red,197.6,3.5,2020-01-23,2020-10-13
228a0528463b222928086df0879bb63e,White,5.11b,route,Routes Red Wall,wall-red,231.5,4.38,2020-01-23,2020-10-26
b4048d2d98de486e7b2f548e9bfd2f15,Pink,5.10c,route,Routes Red Wall,wall-red,156.9,4.64,2020-01-16,2020-10-21
dbae47dc44da90e1389276778d9cdc89,Pink,5.11a,route,Routes Lead Cave,wall-back-wall,628.3,3.0,2020-01-17,
115c465f1f6053f72e5dc812c7732f0a,Yellow,5.11c,route,Routes Lead Cave,wall-back-wall,560.9,3.71,2020-01-15,2020-11-19
af5b68c1c9b71e1216f055d774b97555,Red,5.10d,route,Routes Lead Cave,wall-back-wall,534.8,3.75,2020-01-17,2020-11-12
45a74db8a8d00467fcfb64f303bad2f6,White,5.13a,route,Routes Lead Cave,wall-back-wall,563.0,4.75,2020-01-15,2020-11-19
7c2bf0c77c87dd4a16094c10df3c2fc9,Yellow,5.8,route,Routes Orange Wall,wall-back-wall,1097.8,4.43,2020-01-08,2020-09-21
cf240b290ff75b3f9ba6bc79094754f0,Yellow,5.12a,route,Routes Lead Cave,wall-back-wall,442.1,3.8,2020-01-17,2020-02-02
41d581885877455e84c7a1e686d81c56,Pink,5.10c,route,Routes Orange Wall,wall-back-wall,1020.5,4.73,2020-01-08,2020-09-17
ba03617a77e032e454377c3d58838db1,White,5.10a,route,Routes Orange Wall,wall-back-wall,1069.1,4.5,2020-01-08,2020-09-17
e3bb65d47c22cddc19048ed526c5d751,Black,5.10b,route,Routes Orange Wall,wall-back-wall,1099.6,4.2,2020-01-08,2020-09-21
ca1aa1563d5acf8bd9d0cafd607c0ca3,Yellow,5.11d,route,Routes Orange Wall,wall-back-wall,1018.7,,2020-01-08,2020-09-17
5bb665bc5ab009b62711d7294fbe660f,Lime Green,5.7,route,Routes Orange Wall,wall-back-wall,993.7,4.2,2020-01-06,2020-09-17
074ea0d61bbb4eb356eeda1736e130d9,Red,5.11a,route,Routes Orange Wall,wall-back-wall,1067.3,3.8,2020-01-08,2020-09-17
b78eed444ec9192dd2f96b804492abed,Purple,5.9,route,Routes Orange Wall,wall-back-wall,946.9,3.67,2020-01-06,2020-09-17
46699f0628862cbc3ab6a2fe0fcda774,White,5.10a,route,Routes Orange Wall,wall-back-wall,969.6,4.22,2020-01-06,2020-09-17
f7b7bdbc4af424ed56558c2b4fa9de08,Blue,5.9,route,Routes Orange Wall,wall-back-wall,995.5,3.88,2020-01-06,2020-09-17
a98e59ce2183532c4707fa583b7fa594,Purple,5.12b,route,Routes Lead Cave,wall-back-wall,532.7,4.25,2020-01-17,2020-11-12
d15738920cab1d3734559dbcc5d2b5a3,Yellow,5.8,route,Routes Main High Bay,wall-back-wall,243.4,4.43,2020-01-30,2020-02-25
ab4b8642a8c1c55fc1e807a0241ad65d,Lime Green,5.11b,route,Routes Main High Bay,wall-back-wall,108.7,4.6,2020-01-29,2020-09-09
ef0b5a4d4eec5c16a3310046d8708ea4,Purple,5.11b,route,Routes Main High Bay,wall-back-wall,243.9,4.2,2020-01-30,2020-02-25
c3427850c4f142dfbe48314fc995e4ed,White,5.10d,route,Routes Island Low Bay Left,wall-island,126.0,4.25,2020-01-23,2020-09-01
b9cb1cf9ec9f75709e1890d93aafbd6b,Tan,5.9,route,Routes Main High Bay,wall-back-wall,190.5,4.17,2020-01-30,2020-09-01
3b0758532fe34ede5936bbb6c0c20963,Yellow,5.10c,route,Routes Main High Bay,wall-back-wall,164.5,5.0,2020-01-31,2020-09-01
afc08d8f12c860eb6892378f440fe16d,Tan,5.10b,route,Routes Island Low Bay Left,wall-island,266.2,5.0,2020-01-24,2020-03-08
422eb4cf58bb8d9ddd1e232528f2fa1f,Black,5.10a,route,Routes Island Low Bay Left,wall-island,182.8,4.5,2020-01-17,2020-09-02
2e4475cf1e07521134148bdbd8d61c98,Tan,5.8,route,Routes Auto Belays,wall-auto-belay,174.9,3.5,2020-01-30,2020-09-01
8da5d8cee664d98a1d96c214834cb17c,Red,5.10c,route,Routes Main High Bay,wall-back-wall,36.9,4.0,2020-01-22,2020-02-01
51a17d916359877e224a1e1aa89da1cc,Red,5.12a,route,Routes Orange Wall,wall-back-wall,967.8,4.25,2020-01-06,2020-09-17
dc93142e641598dadef6a08d5051bd04,Blue,5.10d,route,Routes Main High Bay,wall-back-wall,142.5,4.0,2020-01-30,2020-09-01
f6b32ca52d4b43334cc0603adbc0d17a,White,5.11a,route,Routes Island Low Bay Right,wall-island,353.3,3.67,2020-01-28,2020-09-06
54e7b29b8a7ee142ab1ad90113fa39f0,Black,5.9,route,Routes Island Low Bay Left,wall-island,246.7,4.2,2020-01-24,2020-09-10
4219eddf4be44b4812986a9ab710b8ec,White,5.10b,route,Routes Main High Bay,wall-back-wall,222.7,4.2,2020-01-30,2020-09-01
ff7bbd5701add16598fb69da4a930c9c,Lime Green,5.12a,route,Routes Island Low Bay Left,wall-island,212.3,4.33,2020-01-17,2020-09-09
783011e9ea84203655f6655f6ca2f49d,Red,5.8,route,Routes Island Low Bay Right,wall-island,354.2,3.0,2020-01-28,2020-09-06
ed14d9b4e9d4a762ee5ff962eff1a533,Blue,5.8,route,Routes Island Low Bay Left,wall-island,211.0,4.2,2020-01-17,2020-09-09
678013e14a931b414eb953f2d643661f,Blue,5.9,route,Routes Island Low Bay Right,wall-island,280.2,4.25,2020-01-24,2020-09-01
a0b6519e16d7b3589d70f47b20e4e973,Red,5.12a,route,Routes Island Low Bay Left,wall-island,184.9,4.75,2020-01-17,2020-09-02
23f176cb7c5d65e2b0062f187013cf76,Tan,5.10b,route,Routes Island Low Bay Left,wall-island,164.0,4.0,2020-01-17,2020-09-03
a09666f7f26ae192d4d64872d576bb1c,Blue,5.9,route,Routes Island Low Bay Left,wall-island,128.1,4.5,2020-01-23,2020-09-01
62f662aa04896bf06e69b313b7f8a03c,Pink,5.10d,route,Routes Auto Belays,wall-auto-belay,220.8,4.0,2020-01-30,2020-09-01
f2eb3aa854b39dfd914b364e8de3ce25,Red,5.10c,route,Routes Auto Belays,wall-auto-belay,173.7,4.6,2020-01-30,2020-09-01
4aced0bf3c7e214843fcb490d33c4e47,Blue,5.9,route,Routes Main High Bay,wall-back-wall,56.0,4.0,2020-01-22,2020-09-01
17a1e26ab29b0bdd0bdac8b3ad7e4564,Pink,5.9,route,Routes Main High Bay,wall-back-wall,70.9,4.71,2020-01-29,2020-09-01
8f4283e1e07bd9e600998014212bf639,Purple,5.10d,route,Routes Main High Bay,wall-back-wall,124.1,4.5,2020-01-29,2020-09-03
cb97440519444519eb99ae8ac2c30754,White,5.7,route,Routes Island Low Bay Left,wall-island,162.0,4.25,2020-01-17,2020-09-03
d172daf54d05096b559d3c5787548234,White,5.8,route,Routes Main High Bay,wall-back-wall,-2.4,4.33,2020-01-22,2020-09-06
c9f71554a7654974ca62c7608d9919fd,Blue,5.6,route,Routes Auto Belays,wall-auto-belay,222.1,5.0,2020-01-30,2020-09-01
dca9bc49aa2763359ed82794ff4a8c51,Lime Green,5.8,route,Routes Auto Belays,wall-auto-belay,223.4,3.5,2020-01-30,2020-09-01
0ed6708bca18e36fd56319d4edc0133c,Yellow,5.9,route,Routes Island Low Bay Right,wall-island,341.0,3.0,2020-01-28,2020-09-01
7b1c4a998a3596c3a26cf310aab12a12,Tan,5.11b,route,Routes Island Low Bay Right,wall-island,328.0,5.0,2020-01-27,2020-09-08
000068ff0ad7b4a15ea521573198f001,Pink,5.9,route,Routes Island Low Bay Right,wall-island,327.1,4.5,2020-01-27,2020-09-08
154bd82d1b68502ed2aa5407dbd54c4a,Black,5.10d,route,Routes Island Low Bay Right,wall-island,315.4,4.33,2020-01-27,2020-09-04
94064435555d24b7664ed4493fb94b2b,Lime Green,5.7,route,Routes Island Low Bay Left,wall-island,106.8,,2020-01-27,2020-02-16
6db84815dd0ddb03bb661f42c4bfca41,Lime Green,5.10a,route,Routes Red Wall,wall-red,24.0,4.2,2020-01-10,2020-01-23
a86d6009df77337407ddf7882d929ecf,Purple,5.10d,route,Routes Main High Bay,wall-back-wall,16.3,4.12,2020-01-21,2020-09-01
9ea46fca27ccbae5eec78333d7186fc3,Yellow,5.10d,route,Routes Main High Bay,wall-back-wall,86.3,5.0,2020-01-29,2020-09-09
a8168a0133f81754eab9895da2b1cae1,Yellow,5.10a,route,Routes Red Wall,wall-red,109.7,4.25,2020-01-10,2020-01-22
2a1846a0bf2d6e1644b03a98d8e68c99,White,5.10d,route,Routes Island Low Bay Left,wall-island,226.9,5.0,2020-01-18,2020-01-28
ef112763a9504e29413de114f16cf113,Lime Green,5.9,route,Routes Red Wall,wall-red,132.5,4.0,2020-01-16,2020-03-10
c6255fe61a74d2727cb07aac3df0ba24,Red,5.12b,route,Routes Main High Bay,wall-back-wall,125.8,3.67,2020-01-29,2020-09-03
703d6cc99ab7223764d303f3606352ff,Pink,5.11d,route,Routes Main High Bay,wall-back-wall,166.1,4.0,2020-01-31,2020-09-01
d792e7ad53f74829954a213d9666f954,Lime Green,5.12c,route,Routes Orange Wall,wall-back-wall,1044.1,5.0,2020-01-08,2020-09-16
28c55459f34c54a90030b117c0c6d4be,Blue,5.9,route,Routes Red Wall,wall-red,50.1,4.0,2020-01-10,2020-01-23
59466be082ad99a42c74aa18caf31771,Yellow,5.11c,route,Routes Island Low Bay Left,wall-island,141.6,5.0,2020-01-23,2020-09-01
f4d8720a535154cc0f2f3a7760c434df,Red,5.12a,route,Routes Island Low Bay Right,wall-island,281.1,3.0,2020-01-24,2020-09-01
4bda10983b76aa6d718957e759b49657,Black,5.12c,route,Routes Main High Bay,wall-back-wall,192.2,4.5,2020-01-30,2020-09-01
cbd680349f4447cdb1857e28cbece514,Blue,5.9,route,Routes Orange Wall,wall-back-wall,1046.0,4.0,2020-01-08,2020-09-16
e0d17f287bdf4c778c8d4223239f0794,White,5.7,route,Routes Red Wall,wall-red,25.4,5.0,2020-01-24,2020-03-10
0a50f248d5d37b20bb8ad475a3aa8a3e,Yellow,5.11d,route,Routes Orange Wall,wall-back-wall,945.1,4.0,2020-01-06,2020-09-17
3152f1f0d966575f9d1fb03022ce242b,Yellow,5.8,route,Routes Island Low Bay Right,wall-island,300.0,4.0,2020-01-18,2020-01-29
92422d42c960f950edf81af58abfe640,Black,5.12b,route,Routes Auto Belays,wall-auto-belay,172.4,3.0,2020-01-30,2020-09-01
40f680dbba8160cd4888e20714b7386e,White,V5,boulder,Bouldering Buddha,wall-boulders,423.0,4.0,2020-01-09,2020-03-08
a77556ed377856515da5a2931643816b,Black,5.9,route,Routes Red Wall,wall-red,80.7,4.27,2020-01-16,2020-03-09
d2aa312133433efb9dab8c6359cc009a,Yellow,5.9,route,Routes Main High Bay,wall-back-wall,-0.7,4.43,2020-01-22,2020-09-06
74193c2f4f944f79a424b646634c1206,Pink,5.10c,route,Routes Orange Wall,wall-back-wall,922.4,3.75,2020-01-06,2020-03-15
4de3ef33dbef6d704b99ef4c2620a828,Purple,5.11a,route,Routes Red Wall,wall-red,133.2,4.5,2020-01-16,2020-03-10
9b9358492e49263ece80d3fe2e6cba56,Pink,5.11a,route,Routes Red Wall,wall-red,51.5,4.0,2020-01-24,2020-03-10
289f13c1fad993636aa750a046134026,Black,V0,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,3.67,2020-01-29,2020-03-06
a488a6fe1a733e451898ad335d13d216,Lime Green,V1,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,3.33,2020-01-29,2020-03-06
00d5a16a93a1d4a569dc49cb4ac53816,Black,V1,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,3.6,2020-01-29,2020-03-06
a44ebf7fa6aa83d3202004edab015e6c,Blue,V5,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,3.91,2020-01-29,2020-03-06
869bc5cb7790360cfc736284f7cd7f6b,Tan,V4,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,3.8,2020-01-29,2020-03-06
5d5f489e5bddf879d4632c3ce5d1e9f1,Yellow,V4,boulder,Bouldering Mezzanine,wall-mezzanine,114.6,4.08,2020-01-29,2020-03-06
a6832f00cfee2016daa46b26ce7e0b1a,White,V2,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,4.09,2020-01-29,2020-03-06
6ab38b6e926c4f6a05c634847a3d59f2,Yellow,V3,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,4.08,2020-01-29,2020-03-06
e7baec3392ef529bbc5a4a8edadac691,Yellow,V3,boulder,Bouldering Mezzanine,wall-mezzanine,39.7,4.0,2020-01-29,2020-03-06
33d82a40a523fa360c5acb8d846a2140,Tan,5.9,route,Routes Orange Wall,wall-back-wall,921.4,4.0,2020-01-06,2020-03-15
