route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date
2ea961363f603fd0c8e3fc09cb33bbe8,Purple,5.6,route,Routes Left of Auto Belay,wall-auto-belay,416.8,5.0,2020-11-19,
60104185a73d4208385bc721ce8ca828,Pink,5.7,route,Routes Auto Belays,wall-auto-belay,343.2,,2020-11-18,
58ed5618a8f00edb1917e74185c6dbbe,Grey,5.7,route,Routes Left of Auto Belay,wall-auto-belay,362.9,,2020-11-18,
feb6a2bfeea3709e079711dd7376dfab,Pink,5.10d,route,Routes Orange Wall,wall-back-wall,829.3,,2020-11-30,
149e8a6894643a6f60538791823201cc,Yellow,5.10a,route,Routes Orange Wall,wall-back-wall,741.6,5.0,2020-11-27,
cc6edd504260a8be0ced61a595cd32b9,Lime Green,V3,boulder,Bouldering 3D,wall-boulders,359.0,4.33,2020-11-27,
7c20000cc4d892290907d6d62916a5a8,Tan,V6,boulder,Bouldering 3D,wall-boulders,288.8,3.67,2020-11-25,
ef1ae2095398c128dee435daa3dfef75,Black,V5,boulder,Bouldering 3D,wall-boulders,359.0,3.67,2020-11-27,
2f8798a54f9ca5b10fa42de0a2b7f6fc,Pink,V1,boulder,Bouldering Buddha,wall-boulders,581.0,3.8,2020-11-04,
56a23bbb65d62e131bede01b24896f46,Yellow,V0,boulder,Bouldering Buddha,wall-boulders,423.0,3.25,2020-11-04,
1c487fb05a9896179d1f39d70c7864de,Tan,V1,boulder,Bouldering 45,wall-boulders,793.8,2.67,2020-11-19,
459d285fb2040aa2377e15a7a85527e0,Pink,V0,boulder,Bouldering 45,wall-boulders,793.8,3.67,2020-11-19,
26f2b8aed2ca7911df1d67e87b36c624,Pink,V1,boulder,Bouldering Slab,wall-slab,118.8,4.0,2020-11-12,
31d4bebb1aee89ac8f5cd0f14789770a,White,V0,boulder,Bouldering Slab,wall-slab,118.8,3.6,2020-11-12,
7a4fe53e3496173958fb8a0766b0ef59,Black,V1,boulder,Bouldering Slab,wall-slab,192.9,3.5,2020-11-12,
e4770400557527b31f0f7c78131577aa,Lime Green,V0,boulder,Bouldering Slab,wall-slab,192.9,3.25,2020-11-12,
2e868fb4451f8748a8b1596b554661bd,White,V7,boulder,Bouldering 45,wall-boulders,793.8,5.0,2020-11-19,
33aef5258557f2cbb0d5d995a326c9ce,Black,V4,boulder,Bouldering 45,wall-boulders,667.3,3.6,2020-11-19,
27d7880a05e51ccba53a52c737455b0b,Lime Green,5.10d,route,Routes Auto Belays,wall-auto-belay,223.4,4.0,2020-11-03,
dd0cc3fcd480b46dec135f06f894224e,Tan,V4,boulder,Bouldering 45,wall-boulders,793.8,4.6,2020-11-19,
aefcdd4e100ee815f78dd975f4a858cb,Lime Green,V3,boulder,Bouldering 3D,wall-boulders,288.8,4.25,2020-11-25,
c79644fa3cca69d25bbb2d5a58434a07,Lime Green,V2,boulder,Bouldering 45,wall-boulders,793.8,4.4,2020-11-19,
ae4becf2b109b7fcc26361725da1754d,Purple,V2,boulder,Bouldering Buddha,wall-boulders,505.7,3.67,2020-11-04,
8dd937af2477fb77f2825bc069666ead,Pink,V2,boulder,Bouldering 3D,wall-boulders,288.8,3.8,2020-11-25,
a6d1bb384dce5f3514c57612ed0129fb,Tan,V2,boulder,Bouldering 3D,wall-boulders,359.0,3.75,2020-11-27,
397daaa2499198fe42e5c6c8670b8bb9,White,V2,boulder,Bouldering 45,wall-boulders,736.4,3.75,2020-11-19,
237a9b21bb95169830c5fcae3fe3856d,Red,V2,boulder,Bouldering Slab,wall-slab,118.8,4.4,2020-11-12,
291037b0421f8b4ab2d8cea5878e579e,White,V1,boulder,Bouldering 3D,wall-boulders,359.0,3.5,2020-11-27,
c839b8a132da5348a366554585654f6d,Pink,5.8,route,Routes Auto Belays,wall-auto-belay,172.4,,2020-11-05,
f0d394d9ce74e214bcb1017608c85329,Red,5.10a,route,Routes Left of Auto Belay,wall-auto-belay,418.1,5.0,2020-11-19,
6cf45f50eeca817f1d67dfa5c3a7896f,Yellow,5.9,route,Routes Left of Auto Belay,wall-auto-belay,419.5,5.0,2020-11-19,
8611cd5b157faed79acbebdd0a6d9c8e,Pink,5.10c,route,Routes Left of Auto Belay,wall-auto-belay,480.4,,2020-11-23,
77276ffa965dac24821cfb535274a1a1,Grey,5.8,route,Routes Left of Auto Belay,wall-auto-belay,451.1,,2020-11-23,
ab12d34f0ea0ac9bc8c471a854c75af3,Lime Green,5.10d,route,Routes Left of Auto Belay,wall-auto-belay,452.7,,2020-11-23,
71ead5bcf4bf9795148c53f58fcae077,Tan,5.11a,route,Routes Left of Auto Belay,wall-auto-belay,478.8,,2020-11-23,
391c1c8a25aec3a8e698b04650f479fd,Blue,5.7,route,Routes Left of Auto Belay,wall-auto-belay,482.1,,2020-11-23,
4bfca26f55699a7f67440fa000d685c6,Yellow,V6,boulder,Bouldering 3D,wall-boulders,359.0,4.67,2020-11-27,
8c00faaf1e9b00c7b88ebf1f934853c4,Red,V6,boulder,Bouldering 45,wall-boulders,793.8,3.5,2020-11-19,
7822162e14c08a3268152fd7e59e6046,Black,V3,boulder,Bouldering Slab,wall-slab,48.7,3.86,2020-11-12,
6d9e21e7d221461a27bd65a95e018fc0,Black,V4,boulder,Bouldering 45,wall-boulders,793.8,3.86,2020-11-19,
47be8f510e1bb43c8f1c4ab5da9c1c17,Pink,V5,boulder,Bouldering 3D,wall-boulders,359.0,3.6,2020-11-27,
33b3c2eec1d7ebeb3706cb6861ca7c0d,Red,5.10b,route,Routes Auto Belays,wall-auto-belay,301.4,,2020-11-18,
a96c810470931b3d3053d221f0cc236d,Lime Green,5.7,route,Routes Orange Wall,wall-back-wall,923.3,,2020-11-30,
aa1184c657ef241db611b425cfd23eec,Black,5.9,route,Routes Orange Wall,wall-back-wall,921.4,,2020-11-30,
4c7fa8c1449866e256f98cd073716731,Red,5.12b,route,Routes Orange Wall,wall-back-wall,896.6,,2020-11-30,
337423981aad7dd919dedd2e30dfbc79,Yellow,5.10b,route,Routes Orange Wall,wall-back-wall,894.6,,2020-11-30,
ca925077aa9b38a52bcfc7b59ced0c17,Blue,5.11d,route,Routes Orange Wall,wall-back-wall,872.9,,2020-11-30,
8315ce20907c4a8aad84109db0249fcc,Tan,5.8,route,Routes Orange Wall,wall-back-wall,870.9,,2020-11-30,
91a9c028b34bf8fed7f75d8456ff2019,White,5.9,route,Routes Orange Wall,wall-back-wall,832.6,,2020-11-30,
fe29fe3bb27ee89fb0ea94e62a9d4387,Red,5.12a,route,Routes Orange Wall,wall-back-wall,744.9,,2020-11-27,
2dec01489656ddf540379c760d7bf3e8,Black,5.11a,route,Routes Orange Wall,wall-back-wall,791.7,,2020-11-25,
1c12d7e66e4d6935b5d4f92f0eaceb11,Red,V1,boulder,Bouldering 3D,wall-boulders,288.8,4.0,2020-11-25,
fd7022804d991c328151964c42810fe4,Purple,V0,boulder,Bouldering 3D,wall-boulders,288.8,3.0,2020-11-25,
25c8f887adee8a48d2823a5661cbb903,Yellow,5.11a,route,Routes Lead Cave,wall-back-wall,488.9,4.0,2020-11-11,
6f225e1994c723caeea8118dff73aff3,Yellow,V5,boulder,Bouldering 3D,wall-boulders,288.8,4.0,2020-11-25,
3b79cf18f1f8f59389de3f6b4c31da81,Blue,V7,boulder,Bouldering 3D,wall-boulders,288.8,4.5,2020-11-25,
5c891b1b4cccd3f18967666056e0f1c0,Black High,V4,boulder,Bouldering Buddha,wall-boulders,505.7,4.8,2020-11-04,
abc23ac426fa6181e1c5fbc695998f8f,Pink,V3,boulder,Bouldering Buddha,wall-boulders,505.7,4.0,2020-11-04,
427ea49a607faa04e98159d5015598d4,Lime Green,V5,boulder,Bouldering Slab,wall-slab,118.8,4.33,2020-11-12,
c049bd39a2a7e755b500340dae82c51b,Pink Low,V4,boulder,Bouldering Buddha,wall-boulders,505.7,4.5,2020-11-04,
fd5a987e0bc85ac82b4c7463207b6959,Black,V3,boulder,Bouldering 45,wall-boulders,793.8,3.8,2020-11-19,
8fdaba045f2ce3bcf4676f5a08dd0f8e,Tan,V4,boulder,Bouldering Buddha,wall-boulders,423.0,4.5,2020-11-04,
3081d3c83241265dcc39242e1efc1dd1,Purple,5.10b,route,Routes Auto Belays,wall-auto-belay,273.1,5.0,2020-11-04,
ccc2b33cfe79e6542b7b9912a5a82ef6,Tan,5.10c,route,Routes Auto Belays,wall-auto-belay,173.7,3.0,2020-11-05,
80aab3070fa55266f5c2807636b7afd6,Red,5.9,route,Routes Auto Belays,wall-auto-belay,220.8,5.0,2020-11-03,
3336638a307af6e6c34c69eac5754d20,White,V5,boulder,Bouldering Slab,wall-slab,48.7,4.25,2020-11-12,
69e6c13614a4f739d31d2b9c9deaed5b,Yellow,5.9,route,Routes Auto Belays,wall-auto-belay,249.8,5.0,2020-11-06,
8aaa79a5cc8cb2afcc9324e1fb409cd8,Grey,5.8,route,Routes Auto Belays,wall-auto-belay,198.2,4.0,2020-11-09,
18f003eca0829bab0c0ddc4e35504fb4,Blue,V5,boulder,Bouldering Slab,wall-slab,118.8,4.43,2020-11-12,
67c3691d56bcf7fc484674dd372da6f4,Blue,5.11a,route,Routes Auto Belays,wall-auto-belay,251.1,4.0,2020-11-06,
b405f55570fb9df6af681f12e93622c0,Pink,5.12a,route,Routes Auto Belays,wall-auto-belay,274.3,,2020-11-04,
043dac5abff19f846fe7473a0c667c62,Purple,5.12a,route,Routes Auto Belays,wall-auto-belay,174.9,5.0,2020-11-05,
75ee62ce876ff61ef8542520b8b8a396,Lime Green,5.11c,route,Routes Auto Belays,wall-auto-belay,340.4,,2020-11-18,
4566bb9f96918dadff8af01dd905221c,Blue,5.11a,route,Routes Auto Belays,wall-auto-belay,196.9,,2020-11-09,
