route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date,month
a021b9e4c918bf9c758c44f868758d71,Purple,5.8,route,Routes Auto Belays,wall-auto-belay,173.0,4.33,2018-12-19,2019-03-05,2018-12
9998fe3c530a523b7fbfa10e3189d489,Black,5.11b,route,Routes Yellow Wall,wall-back-wall,1409.3,4.4,2018-12-06,2018-12-30,2018-12
38c5d51fef9fd101e8e0a347b522de5f,Pink,5.9,route,Routes Yellow Wall,wall-back-wall,1433.3,4.17,2018-12-07,2019-01-07,2018-12
50f71c4b4439fdf47019e37992fb8f83,White,5.5,route,Routes Yellow Wall,wall-back-wall,1408.5,4.0,2018-12-31,2019-04-15,2018-12
b80a5b9e96576a5833ae2d24477c0755,Yellow,5.8,route,Routes Orange Wall,wall-back-wall,870.9,,2018-12-20,2019-03-25,2018-12
6b3d72beb42e46d6eb4d11f02ddc8870,Black,5.11b,route,Routes Orange Wall,wall-back-wall,871.9,5.0,2018-12-20,2019-03-25,2018-12
988fa13399711efee84db1f5c7a16115,Blue,5.9,route,Routes Orange Wall,wall-back-wall,829.3,4.2,2018-12-20,2019-03-22,2018-12
9099e029b554fc120340801bfec92841,Tan,5.10d,route,Routes Island High Bay Right,wall-island,590.5,4.22,2018-12-12,2019-03-21,2018-12
6557740dcc03116c71933aeca2ffae5b,Purple,5.10a,route,Routes Orange Wall,wall-back-wall,895.6,4.29,2018-12-13,2019-03-24,2018-12
83acd282fb93878ade46a71841ae1991,Pink,5.9,route,Routes Orange Wall,wall-back-wall,921.4,4.33,2018-12-21,2019-03-25,2018-12
b458cd0236a37b86df6b99d88df4492a,Blue,5.11c,route,Routes Island Low Bay Right,wall-island,353.7,4.5,2018-12-16,2019-01-09,2018-12
5d39d37989f108ea53cb5e8f3111b717,Pink,5.9,route,Routes Auto Belays,wall-auto-belay,221.5,4.0,2018-12-19,2019-03-19,2018-12
4240b9328b74f7a83446c7a805b99ee8,Tan,5.9,route,Routes Auto Belays,wall-auto-belay,249.2,4.33,2018-12-19,2019-03-19,2018-12
4c7021bc35ce463d0e9570ae59a26807,Pink,5.8,route,Routes Island High Bay Left,wall-island,444.9,4.25,2018-12-17,2019-03-19,2018-12
c02a991b9b9d1019d837898526cb9862,White,5.10c,route,Routes Island High Bay Right,wall-island,528.5,3.75,2018-12-03,2019-03-19,2018-12
2efbb82f29bf8c58e2e999b953a516cf,Yellow,5.9,route,Routes Island High Bay Left,wall-island,468.2,4.29,2018-12-05,2019-03-22,2018-12
e5dd6006541d0835ab6a3fd9aa2ccf55,Blue,5.11b,route,Routes Island High Bay Left,wall-island,469.1,4.6,2018-12-05,2019-03-22,2018-12
5f34e95234a90c996e85d27ef7d73312,Red,5.10d,route,Routes Orange Wall,wall-back-wall,830.9,4.0,2018-12-20,2019-03-22,2018-12
68ac5c8c1b5ea330dd59f0ad21e92eda,Blue,5.11a,route,Routes Island High Bay Right,wall-island,561.5,4.67,2018-12-12,2019-03-21,2018-12
51abd9d1d62562b97a0447b48c0b5430,Yellow,5.9,route,Routes Island High Bay Right,wall-island,560.7,4.33,2018-12-12,2019-03-21,2018-12
c2c656e7d2d4807a3350c7b9bcbc55f2,Black,5.10a,route,Routes Island High Bay Right,wall-island,504.9,4.0,2018-12-07,2018-12-30,2018-12
2aefb6c2f4fe3f1a89316559c6c075ad,Blue,5.10d,route,Routes Auto Belays,wall-auto-belay,248.5,4.4,2018-12-19,2019-03-19,2018-12
2571c21f5af6816199a6ce5906e3d124,Grey,5.5,route,Routes Auto Belays,wall-auto-belay,222.1,3.5,2018-12-19,2019-03-19,2018-12
aa0e73d2114a720caec6715b7075f264,Black,5.8,route,Routes Orange Wall,wall-back-wall,741.6,4.57,2018-12-20,2019-03-21,2018-12
1a9d47171e27700be4dab48cbd0e4946,White,5.10b,route,Routes Island High Bay Left,wall-island,394.7,4.5,2018-12-17,2019-03-03,2018-12
69882caa5c9aef62e5dcdb9c30d2a10d,Lime Green,5.9,route,Routes Orange Wall,wall-back-wall,791.7,2.67,2018-12-20,2019-03-22,2018-12
9ef0e5cb2b10f5eaed971ea662854a68,Black,5.11a,route,Routes Auto Belays,wall-auto-belay,220.8,4.33,2018-12-19,2019-03-19,2018-12
85ac389937ee58fc21026a8583df0a23,Tan,5.12a,route,Routes Island High Bay Left,wall-island,364.3,4.0,2018-12-17,2019-03-03,2018-12
ea41970c5746004a8ed6edd3e3687e19,Yellow,5.11c,route,Routes Orange Wall,wall-back-wall,743.3,4.5,2018-12-20,2019-03-21,2018-12
4f612997dbffa0e1282d0a4efae3e07f,Grey,5.9,route,Routes Auto Belays,wall-auto-belay,172.4,4.33,2018-12-19,2019-03-05,2018-12
3fd3670e94f3d0e3a88a6cf2595abe46,Lime Green,5.10c,route,Routes Island High Bay Left,wall-island,445.8,4.0,2018-12-17,2019-03-19,2018-12
7a443fb849b88b4a2d2c634062257338,Yellow,5.7,route,Routes Orange Wall,wall-back-wall,922.4,3.5,2018-12-21,2019-03-25,2018-12
0ea5d14b53404c9e642b14223290c6ce,Yellow,5.6,route,Routes Auto Belays,wall-auto-belay,249.8,4.4,2018-12-19,2019-03-19,2018-12
dc718ae1b29f222eab7341a11fef1681,Lime Green,5.7,route,Routes Auto Belays,wall-auto-belay,196.9,4.67,2018-12-19,2019-03-05,2018-12
87e0ccdf0133cb691fdcb900b76684af,Tan,5.7,route,Routes Island High Bay Right,wall-island,504.0,5.0,2018-12-31,2019-03-21,2018-12
93694659ae9b7dd221e9fef5adba3225,Pink,5.12b,route,Routes Island High Bay Right,wall-island,529.4,4.2,2018-12-03,2019-03-19,2018-12
ef8110d2615cdea62aa417eb006fb636,Black,5.9,route,Routes Island High Bay Left,wall-island,365.2,3.75,2018-12-17,2019-03-03,2018-12
12a921ec8078404ade90af04e8cbcdf1,Black,5.13a,route,Routes Island High Bay Right,wall-island,589.6,4.62,2018-12-12,2019-03-21,2018-12
56d1a7fb449fe5c678a6f55e55116223,Purple,5.10d,route,Routes Main High Bay,wall-back-wall,190.5,4.56,2018-12-07,2019-02-28,2018-12
c6a19fdbb737d34e11b8c5a96bda85d7,Red,5.11c,route,Routes Island High Bay Left,wall-island,395.6,4.6,2018-12-17,2019-03-03,2018-12
7a46c58c28227618f827b678a1b3800f,Pink,5.8,route,Routes Main High Bay,wall-back-wall,243.4,4.4,2018-12-12,2019-02-07,2018-12
4e5120265bc3314c7ce2056e3091ad7f,Yellow,5.9,route,Routes Main High Bay,wall-back-wall,221.1,3.88,2018-12-07,2019-02-28,2018-12
04fa89ed02d1d2f6ec3fa90ec693fa26,Blue,5.8,route,Routes Main High Bay,wall-back-wall,164.5,4.43,2018-12-07,2019-02-28,2018-12
7f6caa103947f0d92ee222997a5aac58,Yellow,5.11c,route,Routes Island High Bay Left,wall-island,420.7,4.27,2018-12-17,2019-03-03,2018-12
