route_id,route_color,route_grade,type,category,wall,offset,rating,start_date,end_date,month
2915c49b46538a36f6d636d4b527aeb6,Purple,5.6,route,Routes Left of Auto Belay,wall-auto-belay,497.7,3.8,2019-05-03,2019-12-10,2019-05
2eed030eacdb547fbb0881406144cad3,Tan,5.7,route,Routes Left of Auto Belay,wall-auto-belay,481.3,3.5,2019-05-03,2019-09-15,2019-05
fc2ac7092eab46db22ccb429a5428d63,Pink,5.11d,route,Routes Island Low Bay Left,wall-island,43.2,5.0,2019-05-14,2019-08-08,2019-05
abaeb2162eba961a70147768042965cf,Red,5.6,route,Routes Island Low Bay Left,wall-island,76.0,,2019-05-14,2019-08-08,2019-05
12181b3c007e3d6899d382f951a47d8e,Purple,5.9,route,Routes Island Low Bay Left,wall-island,18.7,4.33,2019-05-14,2019-08-08,2019-05
ca1422218885f910edea9adc4b923f3c,Tan,5.8,route,Routes Island Low Bay Left,wall-island,60.4,4.0,2019-05-14,2019-08-08,2019-05
5c2fa0ec47c85cc5894352fe5d022cc2,Black,5.7,route,Routes Red Wall,wall-red,155.6,4.5,2019-05-30,2019-08-05,2019-05
c23fa0faa77d42614f18a90cc8d1d84b,Yellow,5.7,route,Routes Island Low Bay Left,wall-island,42.2,,2019-05-14,2019-08-08,2019-05
5ae334871cdedc90a5672fdd7cb9074e,Red,5.10c,route,Routes Red Wall,wall-red,156.3,4.25,2019-05-30,2019-08-05,2019-05
8d6b9110b15faedfad23b5633e832ed2,Blue,5.10c,route,Routes Island Low Bay Left,wall-island,59.4,4.25,2019-05-14,2019-08-08,2019-05
f7fe896409a5ba415b0b306535fa8a30,White,5.12a,route,Routes Lead Cave,wall-back-wall,443.3,4.75,2019-05-06,2019-07-28,2019-05
d01f50dabac98d2cd5fa734d7bf993bc,Purple,5.10a,route,Routes Orange Wall,wall-back-wall,1018.7,4.0,2019-05-31,2019-07-26,2019-05
8e1c49d7b799de380a56329a526e9e30,Red,5.11c,route,Routes Island Low Bay Left,wall-island,603.0,5.0,2019-05-17,2019-08-09,2019-05
